quarter_start,reporting_period,reporting_level,entity,lhd,district_type,peer_group,triage_category,pct_on_time
2019-01-01,Jan-Mar 2019,Hospital,Children's at Westmead,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T2: Emergency,52.7
2019-01-01,Jan-Mar 2019,Hospital,Children's at Westmead,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T3: Urgent,74.3
2019-01-01,Jan-Mar 2019,Hospital,Children's at Westmead,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T4: Semi-urgent,58.1
2019-01-01,Jan-Mar 2019,Hospital,Children's at Westmead,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T5: Non-urgent,74.5
2019-01-01,Jan-Mar 2019,Hospital,Coffs Harbour,Mid North Coast,Regional,Major,T2: Emergency,87.2
2019-01-01,Jan-Mar 2019,Hospital,Coffs Harbour,Mid North Coast,Regional,Major,T3: Urgent,75.3
2019-01-01,Jan-Mar 2019,Hospital,Coffs Harbour,Mid North Coast,Regional,Major,T4: Semi-urgent,73.3
2019-01-01,Jan-Mar 2019,Hospital,Coffs Harbour,Mid North Coast,Regional,Major,T5: Non-urgent,86.8
2019-01-01,Jan-Mar 2019,Hospital,Concord,Sydney,Metropolitan,Principal referral,T2: Emergency,58.7
2019-01-01,Jan-Mar 2019,Hospital,Concord,Sydney,Metropolitan,Principal referral,T3: Urgent,66.4
2019-01-01,Jan-Mar 2019,Hospital,Concord,Sydney,Metropolitan,Principal referral,T4: Semi-urgent,75.7
2019-01-01,Jan-Mar 2019,Hospital,Concord,Sydney,Metropolitan,Principal referral,T5: Non-urgent,93.2
2019-01-01,Jan-Mar 2019,Hospital,Cooma,Southern NSW,Regional,District group 2,T2: Emergency,74.0
2019-01-01,Jan-Mar 2019,Hospital,Cooma,Southern NSW,Regional,District group 2,T3: Urgent,76.0
2019-01-01,Jan-Mar 2019,Hospital,Cooma,Southern NSW,Regional,District group 2,T4: Semi-urgent,76.0
2019-01-01,Jan-Mar 2019,Hospital,Cooma,Southern NSW,Regional,District group 2,T5: Non-urgent,92.9
2019-01-01,Jan-Mar 2019,Hospital,Cowra,Western NSW,Regional,District group 2,T2: Emergency,66.5
2019-01-01,Jan-Mar 2019,Hospital,Cowra,Western NSW,Regional,District group 2,T3: Urgent,88.7
2019-01-01,Jan-Mar 2019,Hospital,Cowra,Western NSW,Regional,District group 2,T4: Semi-urgent,95.9
2019-01-01,Jan-Mar 2019,Hospital,Cowra,Western NSW,Regional,District group 2,T5: Non-urgent,96.7
2019-01-01,Jan-Mar 2019,Hospital,Deniliquin,Murrumbidgee,Regional,District group 2,T2: Emergency,79.2
2019-01-01,Jan-Mar 2019,Hospital,Deniliquin,Murrumbidgee,Regional,District group 2,T3: Urgent,91.7
2019-01-01,Jan-Mar 2019,Hospital,Deniliquin,Murrumbidgee,Regional,District group 2,T4: Semi-urgent,97.2
2019-01-01,Jan-Mar 2019,Hospital,Deniliquin,Murrumbidgee,Regional,District group 2,T5: Non-urgent,99.6
2019-01-01,Jan-Mar 2019,Hospital,Dubbo,Western NSW,Regional,Major,T2: Emergency,64.2
2019-01-01,Jan-Mar 2019,Hospital,Dubbo,Western NSW,Regional,Major,T3: Urgent,67.0
2019-01-01,Jan-Mar 2019,Hospital,Dubbo,Western NSW,Regional,Major,T4: Semi-urgent,75.5
2019-01-01,Jan-Mar 2019,Hospital,Dubbo,Western NSW,Regional,Major,T5: Non-urgent,90.7
2019-01-01,Jan-Mar 2019,Hospital,Fairfield,South Western Sydney,Metropolitan,Major,T2: Emergency,42.1
2019-01-01,Jan-Mar 2019,Hospital,Fairfield,South Western Sydney,Metropolitan,Major,T3: Urgent,57.6
2019-01-01,Jan-Mar 2019,Hospital,Fairfield,South Western Sydney,Metropolitan,Major,T4: Semi-urgent,70.8
2019-01-01,Jan-Mar 2019,Hospital,Fairfield,South Western Sydney,Metropolitan,Major,T5: Non-urgent,86.9
2019-01-01,Jan-Mar 2019,Hospital,Forbes,Western NSW,Regional,District group 2,T2: Emergency,79.5
2019-01-01,Jan-Mar 2019,Hospital,Forbes,Western NSW,Regional,District group 2,T3: Urgent,73.1
2019-01-01,Jan-Mar 2019,Hospital,Forbes,Western NSW,Regional,District group 2,T4: Semi-urgent,84.4
2019-01-01,Jan-Mar 2019,Hospital,Forbes,Western NSW,Regional,District group 2,T5: Non-urgent,96.1
2019-01-01,Jan-Mar 2019,Hospital,Gosford,Central Coast,Metropolitan,Principal referral,T2: Emergency,77.2
2019-01-01,Jan-Mar 2019,Hospital,Gosford,Central Coast,Metropolitan,Principal referral,T3: Urgent,54.2
2019-01-01,Jan-Mar 2019,Hospital,Gosford,Central Coast,Metropolitan,Principal referral,T4: Semi-urgent,60.9
2019-01-01,Jan-Mar 2019,Hospital,Gosford,Central Coast,Metropolitan,Principal referral,T5: Non-urgent,88.0
2019-01-01,Jan-Mar 2019,Hospital,Goulburn,Southern NSW,Regional,District group 1,T2: Emergency,66.1
2019-01-01,Jan-Mar 2019,Hospital,Goulburn,Southern NSW,Regional,District group 1,T3: Urgent,62.3
2019-01-01,Jan-Mar 2019,Hospital,Goulburn,Southern NSW,Regional,District group 1,T4: Semi-urgent,66.3
2019-01-01,Jan-Mar 2019,Hospital,Goulburn,Southern NSW,Regional,District group 1,T5: Non-urgent,85.3
2019-01-01,Jan-Mar 2019,Hospital,Grafton,Northern NSW,Regional,District group 1,T2: Emergency,65.1
2019-01-01,Jan-Mar 2019,Hospital,Grafton,Northern NSW,Regional,District group 1,T3: Urgent,79.4
2019-01-01,Jan-Mar 2019,Hospital,Grafton,Northern NSW,Regional,District group 1,T4: Semi-urgent,81.1
2019-01-01,Jan-Mar 2019,Hospital,Grafton,Northern NSW,Regional,District group 1,T5: Non-urgent,95.2
2019-01-01,Jan-Mar 2019,Hospital,Griffith,Murrumbidgee,Regional,District group 1,T2: Emergency,98.7
2019-01-01,Jan-Mar 2019,Hospital,Griffith,Murrumbidgee,Regional,District group 1,T3: Urgent,83.4
2019-01-01,Jan-Mar 2019,Hospital,Griffith,Murrumbidgee,Regional,District group 1,T4: Semi-urgent,86.0
2019-01-01,Jan-Mar 2019,Hospital,Griffith,Murrumbidgee,Regional,District group 1,T5: Non-urgent,94.3
2019-01-01,Jan-Mar 2019,Hospital,Gunnedah,Hunter New England,Regional,District group 2,T2: Emergency,87.1
2019-01-01,Jan-Mar 2019,Hospital,Gunnedah,Hunter New England,Regional,District group 2,T3: Urgent,67.7
2019-01-01,Jan-Mar 2019,Hospital,Gunnedah,Hunter New England,Regional,District group 2,T4: Semi-urgent,71.7
2019-01-01,Jan-Mar 2019,Hospital,Gunnedah,Hunter New England,Regional,District group 2,T5: Non-urgent,92.3
2019-01-01,Jan-Mar 2019,Hospital,Hawkesbury,Nepean Blue Mountains,Metropolitan,District group 1,T2: Emergency,44.0
2019-01-01,Jan-Mar 2019,Hospital,Hawkesbury,Nepean Blue Mountains,Metropolitan,District group 1,T3: Urgent,72.9
2019-01-01,Jan-Mar 2019,Hospital,Hawkesbury,Nepean Blue Mountains,Metropolitan,District group 1,T4: Semi-urgent,80.8
2019-01-01,Jan-Mar 2019,Hospital,Hawkesbury,Nepean Blue Mountains,Metropolitan,District group 1,T5: Non-urgent,94.2
2019-01-01,Jan-Mar 2019,Hospital,Hornsby,Northern Sydney,Metropolitan,Major,T2: Emergency,88.1
2019-01-01,Jan-Mar 2019,Hospital,Hornsby,Northern Sydney,Metropolitan,Major,T3: Urgent,78.5
2019-01-01,Jan-Mar 2019,Hospital,Hornsby,Northern Sydney,Metropolitan,Major,T4: Semi-urgent,83.5
2019-01-01,Jan-Mar 2019,Hospital,Hornsby,Northern Sydney,Metropolitan,Major,T5: Non-urgent,95.4
2019-01-01,Jan-Mar 2019,Hospital,Inverell,Hunter New England,Regional,District group 2,T2: Emergency,89.1
2019-01-01,Jan-Mar 2019,Hospital,Inverell,Hunter New England,Regional,District group 2,T3: Urgent,83.7
2019-01-01,Jan-Mar 2019,Hospital,Inverell,Hunter New England,Regional,District group 2,T4: Semi-urgent,88.5
2019-01-01,Jan-Mar 2019,Hospital,Inverell,Hunter New England,Regional,District group 2,T5: Non-urgent,94.6
2019-01-01,Jan-Mar 2019,Hospital,John Hunter,Hunter New England,Regional,Principal referral,T2: Emergency,76.3
2019-01-01,Jan-Mar 2019,Hospital,John Hunter,Hunter New England,Regional,Principal referral,T3: Urgent,66.5
2019-01-01,Jan-Mar 2019,Hospital,John Hunter,Hunter New England,Regional,Principal referral,T4: Semi-urgent,70.2
2019-01-01,Jan-Mar 2019,Hospital,John Hunter,Hunter New England,Regional,Principal referral,T5: Non-urgent,84.5
2019-01-01,Jan-Mar 2019,Hospital,Kempsey,Mid North Coast,Regional,District group 2,T2: Emergency,55.5
2019-01-01,Jan-Mar 2019,Hospital,Kempsey,Mid North Coast,Regional,District group 2,T3: Urgent,69.5
2019-01-01,Jan-Mar 2019,Hospital,Kempsey,Mid North Coast,Regional,District group 2,T4: Semi-urgent,80.6
2019-01-01,Jan-Mar 2019,Hospital,Kempsey,Mid North Coast,Regional,District group 2,T5: Non-urgent,94.4
2019-01-01,Jan-Mar 2019,Hospital,Kurri Kurri,Hunter New England,Regional,District group 2,T2: Emergency,79.5
2019-01-01,Jan-Mar 2019,Hospital,Kurri Kurri,Hunter New England,Regional,District group 2,T3: Urgent,92.5
2019-01-01,Jan-Mar 2019,Hospital,Kurri Kurri,Hunter New England,Regional,District group 2,T4: Semi-urgent,88.9
2019-01-01,Jan-Mar 2019,Hospital,Kurri Kurri,Hunter New England,Regional,District group 2,T5: Non-urgent,100.0
2019-01-01,Jan-Mar 2019,Hospital,Lismore,Northern NSW,Regional,Major,T2: Emergency,76.4
2019-01-01,Jan-Mar 2019,Hospital,Lismore,Northern NSW,Regional,Major,T3: Urgent,57.7
2019-01-01,Jan-Mar 2019,Hospital,Lismore,Northern NSW,Regional,Major,T4: Semi-urgent,72.3
2019-01-01,Jan-Mar 2019,Hospital,Lismore,Northern NSW,Regional,Major,T5: Non-urgent,92.8
2019-01-01,Jan-Mar 2019,Hospital,Lithgow,Nepean Blue Mountains,Metropolitan,District group 2,T2: Emergency,88.7
2019-01-01,Jan-Mar 2019,Hospital,Lithgow,Nepean Blue Mountains,Metropolitan,District group 2,T3: Urgent,87.0
2019-01-01,Jan-Mar 2019,Hospital,Lithgow,Nepean Blue Mountains,Metropolitan,District group 2,T4: Semi-urgent,93.8
2019-01-01,Jan-Mar 2019,Hospital,Lithgow,Nepean Blue Mountains,Metropolitan,District group 2,T5: Non-urgent,99.0
2019-01-01,Jan-Mar 2019,Hospital,Liverpool,South Western Sydney,Metropolitan,Principal referral,T2: Emergency,58.2
2019-01-01,Jan-Mar 2019,Hospital,Liverpool,South Western Sydney,Metropolitan,Principal referral,T3: Urgent,72.2
2019-01-01,Jan-Mar 2019,Hospital,Liverpool,South Western Sydney,Metropolitan,Principal referral,T4: Semi-urgent,85.0
2019-01-01,Jan-Mar 2019,Hospital,Liverpool,South Western Sydney,Metropolitan,Principal referral,T5: Non-urgent,97.0
2019-01-01,Jan-Mar 2019,Hospital,Macksville,Mid North Coast,Regional,District group 2,T2: Emergency,63.7
2019-01-01,Jan-Mar 2019,Hospital,Macksville,Mid North Coast,Regional,District group 2,T3: Urgent,77.1
2019-01-01,Jan-Mar 2019,Hospital,Macksville,Mid North Coast,Regional,District group 2,T4: Semi-urgent,80.0
2019-01-01,Jan-Mar 2019,Hospital,Macksville,Mid North Coast,Regional,District group 2,T5: Non-urgent,87.6
2019-01-01,Jan-Mar 2019,Hospital,Maclean,Northern NSW,Regional,District group 2,T2: Emergency,69.9
2019-01-01,Jan-Mar 2019,Hospital,Maclean,Northern NSW,Regional,District group 2,T3: Urgent,79.0
2019-01-01,Jan-Mar 2019,Hospital,Maclean,Northern NSW,Regional,District group 2,T4: Semi-urgent,75.3
2019-01-01,Jan-Mar 2019,Hospital,Maclean,Northern NSW,Regional,District group 2,T5: Non-urgent,92.8
2019-01-01,Jan-Mar 2019,Hospital,Maitland,Hunter New England,Regional,Major,T2: Emergency,74.6
2019-01-01,Jan-Mar 2019,Hospital,Maitland,Hunter New England,Regional,Major,T3: Urgent,63.9
2019-01-01,Jan-Mar 2019,Hospital,Maitland,Hunter New England,Regional,Major,T4: Semi-urgent,58.8
2019-01-01,Jan-Mar 2019,Hospital,Maitland,Hunter New England,Regional,Major,T5: Non-urgent,83.6
2019-01-01,Jan-Mar 2019,Hospital,Manning,Hunter New England,Regional,Major,T2: Emergency,68.1
2019-01-01,Jan-Mar 2019,Hospital,Manning,Hunter New England,Regional,Major,T3: Urgent,60.9
2019-01-01,Jan-Mar 2019,Hospital,Manning,Hunter New England,Regional,Major,T4: Semi-urgent,62.7
2019-01-01,Jan-Mar 2019,Hospital,Manning,Hunter New England,Regional,Major,T5: Non-urgent,85.2
2019-01-01,Jan-Mar 2019,Hospital,Milton,Illawarra Shoalhaven,Metropolitan,District group 2,T2: Emergency,69.1
2019-01-01,Jan-Mar 2019,Hospital,Milton,Illawarra Shoalhaven,Metropolitan,District group 2,T3: Urgent,66.9
2019-01-01,Jan-Mar 2019,Hospital,Milton,Illawarra Shoalhaven,Metropolitan,District group 2,T4: Semi-urgent,78.4
2019-01-01,Jan-Mar 2019,Hospital,Milton,Illawarra Shoalhaven,Metropolitan,District group 2,T5: Non-urgent,97.5
2019-01-01,Jan-Mar 2019,Hospital,Moree,Hunter New England,Regional,District group 2,T2: Emergency,72.2
2019-01-01,Jan-Mar 2019,Hospital,Moree,Hunter New England,Regional,District group 2,T3: Urgent,81.4
2019-01-01,Jan-Mar 2019,Hospital,Moree,Hunter New England,Regional,District group 2,T4: Semi-urgent,92.1
2019-01-01,Jan-Mar 2019,Hospital,Moree,Hunter New England,Regional,District group 2,T5: Non-urgent,99.2
2019-01-01,Jan-Mar 2019,Hospital,Moruya,Southern NSW,Regional,District group 2,T2: Emergency,56.6
2019-01-01,Jan-Mar 2019,Hospital,Moruya,Southern NSW,Regional,District group 2,T3: Urgent,67.8
2019-01-01,Jan-Mar 2019,Hospital,Moruya,Southern NSW,Regional,District group 2,T4: Semi-urgent,73.8
2019-01-01,Jan-Mar 2019,Hospital,Moruya,Southern NSW,Regional,District group 2,T5: Non-urgent,90.9
2019-01-01,Jan-Mar 2019,Hospital,Mount Druitt,Western Sydney,Metropolitan,District group 1,T2: Emergency,58.7
2019-01-01,Jan-Mar 2019,Hospital,Mount Druitt,Western Sydney,Metropolitan,District group 1,T3: Urgent,62.9
2019-01-01,Jan-Mar 2019,Hospital,Mount Druitt,Western Sydney,Metropolitan,District group 1,T4: Semi-urgent,72.0
2019-01-01,Jan-Mar 2019,Hospital,Mount Druitt,Western Sydney,Metropolitan,District group 1,T5: Non-urgent,90.4
2019-01-01,Jan-Mar 2019,Hospital,Mudgee,Western NSW,Regional,District group 2,T2: Emergency,61.7
2019-01-01,Jan-Mar 2019,Hospital,Mudgee,Western NSW,Regional,District group 2,T3: Urgent,65.9
2019-01-01,Jan-Mar 2019,Hospital,Mudgee,Western NSW,Regional,District group 2,T4: Semi-urgent,77.4
2019-01-01,Jan-Mar 2019,Hospital,Mudgee,Western NSW,Regional,District group 2,T5: Non-urgent,85.3
2019-01-01,Jan-Mar 2019,Hospital,Murwillumbah,Northern NSW,Regional,District group 1,T2: Emergency,76.4
2019-01-01,Jan-Mar 2019,Hospital,Murwillumbah,Northern NSW,Regional,District group 1,T3: Urgent,85.4
2019-01-01,Jan-Mar 2019,Hospital,Murwillumbah,Northern NSW,Regional,District group 1,T4: Semi-urgent,87.3
2019-01-01,Jan-Mar 2019,Hospital,Murwillumbah,Northern NSW,Regional,District group 1,T5: Non-urgent,96.5
2019-01-01,Jan-Mar 2019,Hospital,Muswellbrook,Hunter New England,Regional,District group 2,T2: Emergency,77.8
2019-01-01,Jan-Mar 2019,Hospital,Muswellbrook,Hunter New England,Regional,District group 2,T3: Urgent,69.3
2019-01-01,Jan-Mar 2019,Hospital,Muswellbrook,Hunter New England,Regional,District group 2,T4: Semi-urgent,73.3
2019-01-01,Jan-Mar 2019,Hospital,Muswellbrook,Hunter New England,Regional,District group 2,T5: Non-urgent,93.7
2019-01-01,Jan-Mar 2019,Hospital,Narrabri,Hunter New England,Regional,District group 2,T2: Emergency,96.8
2019-01-01,Jan-Mar 2019,Hospital,Narrabri,Hunter New England,Regional,District group 2,T3: Urgent,87.1
2019-01-01,Jan-Mar 2019,Hospital,Narrabri,Hunter New England,Regional,District group 2,T4: Semi-urgent,93.4
2019-01-01,Jan-Mar 2019,Hospital,Narrabri,Hunter New England,Regional,District group 2,T5: Non-urgent,97.5
2019-01-01,Jan-Mar 2019,Hospital,Nepean,Nepean Blue Mountains,Metropolitan,Principal referral,T2: Emergency,42.4
2019-01-01,Jan-Mar 2019,Hospital,Nepean,Nepean Blue Mountains,Metropolitan,Principal referral,T3: Urgent,37.8
2019-01-01,Jan-Mar 2019,Hospital,Nepean,Nepean Blue Mountains,Metropolitan,Principal referral,T4: Semi-urgent,59.8
2019-01-01,Jan-Mar 2019,Hospital,Nepean,Nepean Blue Mountains,Metropolitan,Principal referral,T5: Non-urgent,83.0
2019-01-01,Jan-Mar 2019,Hospital,Northern Beaches,Northern Sydney,Metropolitan,Major,T2: Emergency,63.6
2019-01-01,Jan-Mar 2019,Hospital,Northern Beaches,Northern Sydney,Metropolitan,Major,T3: Urgent,56.4
2019-01-01,Jan-Mar 2019,Hospital,Northern Beaches,Northern Sydney,Metropolitan,Major,T4: Semi-urgent,68.7
2019-01-01,Jan-Mar 2019,Hospital,Northern Beaches,Northern Sydney,Metropolitan,Major,T5: Non-urgent,90.2
2019-01-01,Jan-Mar 2019,Hospital,Orange,Western NSW,Regional,Major,T2: Emergency,87.6
2019-01-01,Jan-Mar 2019,Hospital,Orange,Western NSW,Regional,Major,T3: Urgent,71.2
2019-01-01,Jan-Mar 2019,Hospital,Orange,Western NSW,Regional,Major,T4: Semi-urgent,77.8
2019-01-01,Jan-Mar 2019,Hospital,Orange,Western NSW,Regional,Major,T5: Non-urgent,92.3
2019-01-01,Jan-Mar 2019,Hospital,Port Macquarie,Mid North Coast,Regional,Major,T2: Emergency,74.0
2019-01-01,Jan-Mar 2019,Hospital,Port Macquarie,Mid North Coast,Regional,Major,T3: Urgent,72.8
2019-01-01,Jan-Mar 2019,Hospital,Port Macquarie,Mid North Coast,Regional,Major,T4: Semi-urgent,85.3
2019-01-01,Jan-Mar 2019,Hospital,Port Macquarie,Mid North Coast,Regional,Major,T5: Non-urgent,98.0
2019-01-01,Jan-Mar 2019,Hospital,Prince of Wales,South Eastern Sydney,Metropolitan,Principal referral,T2: Emergency,46.8
2019-01-01,Jan-Mar 2019,Hospital,Prince of Wales,South Eastern Sydney,Metropolitan,Principal referral,T3: Urgent,64.0
2019-01-01,Jan-Mar 2019,Hospital,Prince of Wales,South Eastern Sydney,Metropolitan,Principal referral,T4: Semi-urgent,78.6
2019-01-01,Jan-Mar 2019,Hospital,Prince of Wales,South Eastern Sydney,Metropolitan,Principal referral,T5: Non-urgent,84.8
2019-01-01,Jan-Mar 2019,Hospital,Queanbeyan,Southern NSW,Regional,District group 2,T2: Emergency,70.3
2019-01-01,Jan-Mar 2019,Hospital,Queanbeyan,Southern NSW,Regional,District group 2,T3: Urgent,79.8
2019-01-01,Jan-Mar 2019,Hospital,Queanbeyan,Southern NSW,Regional,District group 2,T4: Semi-urgent,82.7
2019-01-01,Jan-Mar 2019,Hospital,Queanbeyan,Southern NSW,Regional,District group 2,T5: Non-urgent,93.6
2019-01-01,Jan-Mar 2019,Hospital,Royal North Shore,Northern Sydney,Metropolitan,Principal referral,T2: Emergency,75.6
2019-01-01,Jan-Mar 2019,Hospital,Royal North Shore,Northern Sydney,Metropolitan,Principal referral,T3: Urgent,73.0
2019-01-01,Jan-Mar 2019,Hospital,Royal North Shore,Northern Sydney,Metropolitan,Principal referral,T4: Semi-urgent,77.8
2019-01-01,Jan-Mar 2019,Hospital,Royal North Shore,Northern Sydney,Metropolitan,Principal referral,T5: Non-urgent,91.1
2019-01-01,Jan-Mar 2019,Hospital,Royal Prince Alfred,Sydney,Metropolitan,Principal referral,T2: Emergency,43.7
2019-01-01,Jan-Mar 2019,Hospital,Royal Prince Alfred,Sydney,Metropolitan,Principal referral,T3: Urgent,62.0
2019-01-01,Jan-Mar 2019,Hospital,Royal Prince Alfred,Sydney,Metropolitan,Principal referral,T4: Semi-urgent,76.9
2019-01-01,Jan-Mar 2019,Hospital,Royal Prince Alfred,Sydney,Metropolitan,Principal referral,T5: Non-urgent,92.9
2019-01-01,Jan-Mar 2019,Hospital,Ryde,Northern Sydney,Metropolitan,District group 1,T2: Emergency,77.5
2019-01-01,Jan-Mar 2019,Hospital,Ryde,Northern Sydney,Metropolitan,District group 1,T3: Urgent,80.5
2019-01-01,Jan-Mar 2019,Hospital,Ryde,Northern Sydney,Metropolitan,District group 1,T4: Semi-urgent,81.7
2019-01-01,Jan-Mar 2019,Hospital,Ryde,Northern Sydney,Metropolitan,District group 1,T5: Non-urgent,90.8
2019-01-01,Jan-Mar 2019,Hospital,Shellharbour,Illawarra Shoalhaven,Metropolitan,District group 1,T2: Emergency,79.0
2019-01-01,Jan-Mar 2019,Hospital,Shellharbour,Illawarra Shoalhaven,Metropolitan,District group 1,T3: Urgent,63.4
2019-01-01,Jan-Mar 2019,Hospital,Shellharbour,Illawarra Shoalhaven,Metropolitan,District group 1,T4: Semi-urgent,72.2
2019-01-01,Jan-Mar 2019,Hospital,Shellharbour,Illawarra Shoalhaven,Metropolitan,District group 1,T5: Non-urgent,89.5
2019-01-01,Jan-Mar 2019,Hospital,Shoalhaven,Illawarra Shoalhaven,Metropolitan,Major,T2: Emergency,40.0
2019-01-01,Jan-Mar 2019,Hospital,Shoalhaven,Illawarra Shoalhaven,Metropolitan,Major,T3: Urgent,44.2
2019-01-01,Jan-Mar 2019,Hospital,Shoalhaven,Illawarra Shoalhaven,Metropolitan,Major,T4: Semi-urgent,59.6
2019-01-01,Jan-Mar 2019,Hospital,Shoalhaven,Illawarra Shoalhaven,Metropolitan,Major,T5: Non-urgent,86.6
2019-01-01,Jan-Mar 2019,Hospital,Singleton,Hunter New England,Regional,District group 2,T2: Emergency,68.0
2019-01-01,Jan-Mar 2019,Hospital,Singleton,Hunter New England,Regional,District group 2,T3: Urgent,64.9
2019-01-01,Jan-Mar 2019,Hospital,Singleton,Hunter New England,Regional,District group 2,T4: Semi-urgent,75.4
2019-01-01,Jan-Mar 2019,Hospital,Singleton,Hunter New England,Regional,District group 2,T5: Non-urgent,91.9
2019-01-01,Jan-Mar 2019,Hospital,South East Regional,Southern NSW,Regional,District group 1,T2: Emergency,69.6
2019-01-01,Jan-Mar 2019,Hospital,South East Regional,Southern NSW,Regional,District group 1,T3: Urgent,69.2
2019-01-01,Jan-Mar 2019,Hospital,South East Regional,Southern NSW,Regional,District group 1,T4: Semi-urgent,69.3
2019-01-01,Jan-Mar 2019,Hospital,South East Regional,Southern NSW,Regional,District group 1,T5: Non-urgent,84.0
2019-01-01,Jan-Mar 2019,Hospital,St George,South Eastern Sydney,Metropolitan,Principal referral,T2: Emergency,47.1
2019-01-01,Jan-Mar 2019,Hospital,St George,South Eastern Sydney,Metropolitan,Principal referral,T3: Urgent,58.6
2019-01-01,Jan-Mar 2019,Hospital,St George,South Eastern Sydney,Metropolitan,Principal referral,T4: Semi-urgent,73.0
2019-01-01,Jan-Mar 2019,Hospital,St George,South Eastern Sydney,Metropolitan,Principal referral,T5: Non-urgent,93.6
2019-01-01,Jan-Mar 2019,Hospital,St Vincent's,St Vincent's Health Network,Specialty network,Principal referral,T2: Emergency,87.4
2019-01-01,Jan-Mar 2019,Hospital,St Vincent's,St Vincent's Health Network,Specialty network,Principal referral,T3: Urgent,71.5
2019-01-01,Jan-Mar 2019,Hospital,St Vincent's,St Vincent's Health Network,Specialty network,Principal referral,T4: Semi-urgent,73.4
2019-01-01,Jan-Mar 2019,Hospital,St Vincent's,St Vincent's Health Network,Specialty network,Principal referral,T5: Non-urgent,84.9
2019-01-01,Jan-Mar 2019,Hospital,Sutherland,South Eastern Sydney,Metropolitan,Major,T2: Emergency,35.3
2019-01-01,Jan-Mar 2019,Hospital,Sutherland,South Eastern Sydney,Metropolitan,Major,T3: Urgent,55.6
