quarter_start,reporting_period,reporting_level,entity,lhd,district_type,peer_group,triage_category,pct_on_time
2018-10-01,Oct-Dec 2018,Hospital,Royal Prince Alfred,Sydney,Metropolitan,Principal referral,T5: Non-urgent,95.1
2018-10-01,Oct-Dec 2018,Hospital,Ryde,Northern Sydney,Metropolitan,District group 1,T2: Emergency,71.9
2018-10-01,Oct-Dec 2018,Hospital,Ryde,Northern Sydney,Metropolitan,District group 1,T3: Urgent,82.1
2018-10-01,Oct-Dec 2018,Hospital,Ryde,Northern Sydney,Metropolitan,District group 1,T4: Semi-urgent,83.8
2018-10-01,Oct-Dec 2018,Hospital,Ryde,Northern Sydney,Metropolitan,District group 1,T5: Non-urgent,92.6
2018-10-01,Oct-Dec 2018,Hospital,Shellharbour,Illawarra Shoalhaven,Metropolitan,District group 1,T2: Emergency,79.8
2018-10-01,Oct-Dec 2018,Hospital,Shellharbour,Illawarra Shoalhaven,Metropolitan,District group 1,T3: Urgent,61.8
2018-10-01,Oct-Dec 2018,Hospital,Shellharbour,Illawarra Shoalhaven,Metropolitan,District group 1,T4: Semi-urgent,73.5
2018-10-01,Oct-Dec 2018,Hospital,Shellharbour,Illawarra Shoalhaven,Metropolitan,District group 1,T5: Non-urgent,88.8
2018-10-01,Oct-Dec 2018,Hospital,Shoalhaven,Illawarra Shoalhaven,Metropolitan,Major,T2: Emergency,46.4
2018-10-01,Oct-Dec 2018,Hospital,Shoalhaven,Illawarra Shoalhaven,Metropolitan,Major,T3: Urgent,53.9
2018-10-01,Oct-Dec 2018,Hospital,Shoalhaven,Illawarra Shoalhaven,Metropolitan,Major,T4: Semi-urgent,69.9
2018-10-01,Oct-Dec 2018,Hospital,Shoalhaven,Illawarra Shoalhaven,Metropolitan,Major,T5: Non-urgent,90.8
2018-10-01,Oct-Dec 2018,Hospital,Singleton,Hunter New England,Regional,District group 2,T2: Emergency,65.3
2018-10-01,Oct-Dec 2018,Hospital,Singleton,Hunter New England,Regional,District group 2,T3: Urgent,67.1
2018-10-01,Oct-Dec 2018,Hospital,Singleton,Hunter New England,Regional,District group 2,T4: Semi-urgent,75.8
2018-10-01,Oct-Dec 2018,Hospital,Singleton,Hunter New England,Regional,District group 2,T5: Non-urgent,90.9
2018-10-01,Oct-Dec 2018,Hospital,South East Regional,Southern NSW,Regional,District group 1,T2: Emergency,56.9
2018-10-01,Oct-Dec 2018,Hospital,South East Regional,Southern NSW,Regional,District group 1,T3: Urgent,63.1
2018-10-01,Oct-Dec 2018,Hospital,South East Regional,Southern NSW,Regional,District group 1,T4: Semi-urgent,69.0
2018-10-01,Oct-Dec 2018,Hospital,South East Regional,Southern NSW,Regional,District group 1,T5: Non-urgent,87.2
2018-10-01,Oct-Dec 2018,Hospital,St George,South Eastern Sydney,Metropolitan,Principal referral,T2: Emergency,50.8
2018-10-01,Oct-Dec 2018,Hospital,St George,South Eastern Sydney,Metropolitan,Principal referral,T3: Urgent,61.6
2018-10-01,Oct-Dec 2018,Hospital,St George,South Eastern Sydney,Metropolitan,Principal referral,T4: Semi-urgent,76.2
2018-10-01,Oct-Dec 2018,Hospital,St George,South Eastern Sydney,Metropolitan,Principal referral,T5: Non-urgent,95.8
2018-10-01,Oct-Dec 2018,Hospital,St Vincent's,St Vincent's Health Network,Specialty network,Principal referral,T2: Emergency,86.4
2018-10-01,Oct-Dec 2018,Hospital,St Vincent's,St Vincent's Health Network,Specialty network,Principal referral,T3: Urgent,71.5
2018-10-01,Oct-Dec 2018,Hospital,St Vincent's,St Vincent's Health Network,Specialty network,Principal referral,T4: Semi-urgent,76.4
2018-10-01,Oct-Dec 2018,Hospital,St Vincent's,St Vincent's Health Network,Specialty network,Principal referral,T5: Non-urgent,92.1
2018-10-01,Oct-Dec 2018,Hospital,Sutherland,South Eastern Sydney,Metropolitan,Major,T2: Emergency,39.0
2018-10-01,Oct-Dec 2018,Hospital,Sutherland,South Eastern Sydney,Metropolitan,Major,T3: Urgent,57.6
2018-10-01,Oct-Dec 2018,Hospital,Sutherland,South Eastern Sydney,Metropolitan,Major,T4: Semi-urgent,81.7
2018-10-01,Oct-Dec 2018,Hospital,Sutherland,South Eastern Sydney,Metropolitan,Major,T5: Non-urgent,94.8
2018-10-01,Oct-Dec 2018,Hospital,Sydney Children's Randwick,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T2: Emergency,66.6
2018-10-01,Oct-Dec 2018,Hospital,Sydney Children's Randwick,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T3: Urgent,74.2
2018-10-01,Oct-Dec 2018,Hospital,Sydney Children's Randwick,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T4: Semi-urgent,62.5
2018-10-01,Oct-Dec 2018,Hospital,Sydney Children's Randwick,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T5: Non-urgent,90.0
2018-10-01,Oct-Dec 2018,Hospital,Sydney and Sydney Eye,South Eastern Sydney,Metropolitan,Ungrouped acute - tertiary referral,T2: Emergency,72.7
2018-10-01,Oct-Dec 2018,Hospital,Sydney and Sydney Eye,South Eastern Sydney,Metropolitan,Ungrouped acute - tertiary referral,T3: Urgent,73.1
2018-10-01,Oct-Dec 2018,Hospital,Sydney and Sydney Eye,South Eastern Sydney,Metropolitan,Ungrouped acute - tertiary referral,T4: Semi-urgent,83.0
2018-10-01,Oct-Dec 2018,Hospital,Sydney and Sydney Eye,South Eastern Sydney,Metropolitan,Ungrouped acute - tertiary referral,T5: Non-urgent,93.3
2018-10-01,Oct-Dec 2018,Hospital,Tamworth,Hunter New England,Regional,Major,T2: Emergency,72.2
2018-10-01,Oct-Dec 2018,Hospital,Tamworth,Hunter New England,Regional,Major,T3: Urgent,67.1
2018-10-01,Oct-Dec 2018,Hospital,Tamworth,Hunter New England,Regional,Major,T4: Semi-urgent,68.1
2018-10-01,Oct-Dec 2018,Hospital,Tamworth,Hunter New England,Regional,Major,T5: Non-urgent,86.5
2018-10-01,Oct-Dec 2018,Hospital,Tweed Valley,Northern NSW,Regional,Major,T2: Emergency,74.6
2018-10-01,Oct-Dec 2018,Hospital,Tweed Valley,Northern NSW,Regional,Major,T3: Urgent,71.9
2018-10-01,Oct-Dec 2018,Hospital,Tweed Valley,Northern NSW,Regional,Major,T4: Semi-urgent,83.2
2018-10-01,Oct-Dec 2018,Hospital,Tweed Valley,Northern NSW,Regional,Major,T5: Non-urgent,95.6
2018-10-01,Oct-Dec 2018,Hospital,Wagga Wagga,Murrumbidgee,Regional,Major,T2: Emergency,82.4
2018-10-01,Oct-Dec 2018,Hospital,Wagga Wagga,Murrumbidgee,Regional,Major,T3: Urgent,80.3
2018-10-01,Oct-Dec 2018,Hospital,Wagga Wagga,Murrumbidgee,Regional,Major,T4: Semi-urgent,85.0
2018-10-01,Oct-Dec 2018,Hospital,Wagga Wagga,Murrumbidgee,Regional,Major,T5: Non-urgent,95.1
2018-10-01,Oct-Dec 2018,Hospital,Westmead,Western Sydney,Metropolitan,Principal referral,T2: Emergency,43.0
2018-10-01,Oct-Dec 2018,Hospital,Westmead,Western Sydney,Metropolitan,Principal referral,T3: Urgent,45.6
2018-10-01,Oct-Dec 2018,Hospital,Westmead,Western Sydney,Metropolitan,Principal referral,T4: Semi-urgent,61.2
2018-10-01,Oct-Dec 2018,Hospital,Westmead,Western Sydney,Metropolitan,Principal referral,T5: Non-urgent,88.4
2018-10-01,Oct-Dec 2018,Hospital,Wollongong,Illawarra Shoalhaven,Metropolitan,Principal referral,T2: Emergency,60.0
2018-10-01,Oct-Dec 2018,Hospital,Wollongong,Illawarra Shoalhaven,Metropolitan,Principal referral,T3: Urgent,66.6
2018-10-01,Oct-Dec 2018,Hospital,Wollongong,Illawarra Shoalhaven,Metropolitan,Principal referral,T4: Semi-urgent,77.5
2018-10-01,Oct-Dec 2018,Hospital,Wollongong,Illawarra Shoalhaven,Metropolitan,Principal referral,T5: Non-urgent,91.7
2018-10-01,Oct-Dec 2018,Hospital,Wyong,Central Coast,Metropolitan,Major,T2: Emergency,71.7
2018-10-01,Oct-Dec 2018,Hospital,Wyong,Central Coast,Metropolitan,Major,T3: Urgent,59.8
2018-10-01,Oct-Dec 2018,Hospital,Wyong,Central Coast,Metropolitan,Major,T4: Semi-urgent,78.5
2018-10-01,Oct-Dec 2018,Hospital,Wyong,Central Coast,Metropolitan,Major,T5: Non-urgent,96.0
2018-10-01,Oct-Dec 2018,Hospital,Young,Murrumbidgee,Regional,District group 2,T2: Emergency,84.0
2018-10-01,Oct-Dec 2018,Hospital,Young,Murrumbidgee,Regional,District group 2,T3: Urgent,96.7
2018-10-01,Oct-Dec 2018,Hospital,Young,Murrumbidgee,Regional,District group 2,T4: Semi-urgent,99.4
2018-10-01,Oct-Dec 2018,Hospital,Young,Murrumbidgee,Regional,District group 2,T5: Non-urgent,99.0
2018-10-01,Oct-Dec 2018,LHD,Central Coast,Central Coast,Metropolitan,,T2: Emergency,76.6
2018-10-01,Oct-Dec 2018,LHD,Central Coast,Central Coast,Metropolitan,,T3: Urgent,58.1
2018-10-01,Oct-Dec 2018,LHD,Central Coast,Central Coast,Metropolitan,,T4: Semi-urgent,72.4
2018-10-01,Oct-Dec 2018,LHD,Central Coast,Central Coast,Metropolitan,,T5: Non-urgent,94.7
2018-10-01,Oct-Dec 2018,LHD,Far West,Far West,Regional,,T2: Emergency,58.3
2018-10-01,Oct-Dec 2018,LHD,Far West,Far West,Regional,,T3: Urgent,75.0
2018-10-01,Oct-Dec 2018,LHD,Far West,Far West,Regional,,T4: Semi-urgent,84.8
2018-10-01,Oct-Dec 2018,LHD,Far West,Far West,Regional,,T5: Non-urgent,95.6
2018-10-01,Oct-Dec 2018,LHD,Hunter New England,Hunter New England,Regional,,T2: Emergency,75.3
2018-10-01,Oct-Dec 2018,LHD,Hunter New England,Hunter New England,Regional,,T3: Urgent,71.5
2018-10-01,Oct-Dec 2018,LHD,Hunter New England,Hunter New England,Regional,,T4: Semi-urgent,74.4
2018-10-01,Oct-Dec 2018,LHD,Hunter New England,Hunter New England,Regional,,T5: Non-urgent,89.7
2018-10-01,Oct-Dec 2018,LHD,Illawarra Shoalhaven,Illawarra Shoalhaven,Metropolitan,,T2: Emergency,61.1
2018-10-01,Oct-Dec 2018,LHD,Illawarra Shoalhaven,Illawarra Shoalhaven,Metropolitan,,T3: Urgent,62.9
2018-10-01,Oct-Dec 2018,LHD,Illawarra Shoalhaven,Illawarra Shoalhaven,Metropolitan,,T4: Semi-urgent,75.1
2018-10-01,Oct-Dec 2018,LHD,Illawarra Shoalhaven,Illawarra Shoalhaven,Metropolitan,,T5: Non-urgent,92.3
2018-10-01,Oct-Dec 2018,LHD,Mid North Coast,Mid North Coast,Regional,,T2: Emergency,67.1
2018-10-01,Oct-Dec 2018,LHD,Mid North Coast,Mid North Coast,Regional,,T3: Urgent,71.2
2018-10-01,Oct-Dec 2018,LHD,Mid North Coast,Mid North Coast,Regional,,T4: Semi-urgent,78.0
2018-10-01,Oct-Dec 2018,LHD,Mid North Coast,Mid North Coast,Regional,,T5: Non-urgent,92.8
2018-10-01,Oct-Dec 2018,LHD,Murrumbidgee,Murrumbidgee,Regional,,T2: Emergency,84.1
2018-10-01,Oct-Dec 2018,LHD,Murrumbidgee,Murrumbidgee,Regional,,T3: Urgent,85.3
2018-10-01,Oct-Dec 2018,LHD,Murrumbidgee,Murrumbidgee,Regional,,T4: Semi-urgent,90.9
2018-10-01,Oct-Dec 2018,LHD,Murrumbidgee,Murrumbidgee,Regional,,T5: Non-urgent,97.4
2018-10-01,Oct-Dec 2018,LHD,Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan,,T2: Emergency,51.3
2018-10-01,Oct-Dec 2018,LHD,Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan,,T3: Urgent,58.9
2018-10-01,Oct-Dec 2018,LHD,Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan,,T4: Semi-urgent,73.8
2018-10-01,Oct-Dec 2018,LHD,Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan,,T5: Non-urgent,90.2
2018-10-01,Oct-Dec 2018,LHD,Northern NSW,Northern NSW,Regional,,T2: Emergency,74.9
2018-10-01,Oct-Dec 2018,LHD,Northern NSW,Northern NSW,Regional,,T3: Urgent,74.4
2018-10-01,Oct-Dec 2018,LHD,Northern NSW,Northern NSW,Regional,,T4: Semi-urgent,79.0
2018-10-01,Oct-Dec 2018,LHD,Northern NSW,Northern NSW,Regional,,T5: Non-urgent,93.0
2018-10-01,Oct-Dec 2018,LHD,South Eastern Sydney,South Eastern Sydney,Metropolitan,,T2: Emergency,46.7
2018-10-01,Oct-Dec 2018,LHD,South Eastern Sydney,South Eastern Sydney,Metropolitan,,T3: Urgent,62.4
2018-10-01,Oct-Dec 2018,LHD,South Eastern Sydney,South Eastern Sydney,Metropolitan,,T4: Semi-urgent,79.2
2018-10-01,Oct-Dec 2018,LHD,South Eastern Sydney,South Eastern Sydney,Metropolitan,,T5: Non-urgent,93.9
2018-10-01,Oct-Dec 2018,LHD,South Western Sydney,South Western Sydney,Metropolitan,,T2: Emergency,61.8
2018-10-01,Oct-Dec 2018,LHD,South Western Sydney,South Western Sydney,Metropolitan,,T3: Urgent,71.7
2018-10-01,Oct-Dec 2018,LHD,South Western Sydney,South Western Sydney,Metropolitan,,T4: Semi-urgent,81.0
2018-10-01,Oct-Dec 2018,LHD,South Western Sydney,South Western Sydney,Metropolitan,,T5: Non-urgent,94.2
2018-10-01,Oct-Dec 2018,LHD,Southern NSW,Southern NSW,Regional,,T2: Emergency,63.1
2018-10-01,Oct-Dec 2018,LHD,Southern NSW,Southern NSW,Regional,,T3: Urgent,69.3
2018-10-01,Oct-Dec 2018,LHD,Southern NSW,Southern NSW,Regional,,T4: Semi-urgent,76.5
2018-10-01,Oct-Dec 2018,LHD,Southern NSW,Southern NSW,Regional,,T5: Non-urgent,91.2
2018-10-01,Oct-Dec 2018,LHD,St Vincent's Health Network,St Vincent's Health Network,Specialty network,,T2: Emergency,86.4
2018-10-01,Oct-Dec 2018,LHD,St Vincent's Health Network,St Vincent's Health Network,Specialty network,,T3: Urgent,71.5
2018-10-01,Oct-Dec 2018,LHD,St Vincent's Health Network,St Vincent's Health Network,Specialty network,,T4: Semi-urgent,76.4
2018-10-01,Oct-Dec 2018,LHD,St Vincent's Health Network,St Vincent's Health Network,Specialty network,,T5: Non-urgent,92.1
2018-10-01,Oct-Dec 2018,LHD,Sydney,Sydney,Metropolitan,,T2: Emergency,52.4
2018-10-01,Oct-Dec 2018,LHD,Sydney,Sydney,Metropolitan,,T3: Urgent,66.0
2018-10-01,Oct-Dec 2018,LHD,Sydney,Sydney,Metropolitan,,T4: Semi-urgent,77.4
2018-10-01,Oct-Dec 2018,LHD,Sydney,Sydney,Metropolitan,,T5: Non-urgent,94.0
2018-10-01,Oct-Dec 2018,LHD,Sydney Children's Hospitals Network,Sydney Children's Hospitals Network,Specialty network,,T2: Emergency,58.8
2018-10-01,Oct-Dec 2018,LHD,Sydney Children's Hospitals Network,Sydney Children's Hospitals Network,Specialty network,,T3: Urgent,73.8
2018-10-01,Oct-Dec 2018,LHD,Sydney Children's Hospitals Network,Sydney Children's Hospitals Network,Specialty network,,T4: Semi-urgent,60.6
2018-10-01,Oct-Dec 2018,LHD,Sydney Children's Hospitals Network,Sydney Children's Hospitals Network,Specialty network,,T5: Non-urgent,83.0
2018-10-01,Oct-Dec 2018,LHD,Western NSW,Western NSW,Regional,,T2: Emergency,76.0
2018-10-01,Oct-Dec 2018,LHD,Western NSW,Western NSW,Regional,,T3: Urgent,79.0
2018-10-01,Oct-Dec 2018,LHD,Western NSW,Western NSW,Regional,,T4: Semi-urgent,87.0
2018-10-01,Oct-Dec 2018,LHD,Western NSW,Western NSW,Regional,,T5: Non-urgent,95.9
2018-10-01,Oct-Dec 2018,LHD,Western Sydney,Western Sydney,Metropolitan,,T2: Emergency,58.8
2018-10-01,Oct-Dec 2018,LHD,Western Sydney,Western Sydney,Metropolitan,,T3: Urgent,61.1
2018-10-01,Oct-Dec 2018,LHD,Western Sydney,Western Sydney,Metropolitan,,T4: Semi-urgent,71.7
2018-10-01,Oct-Dec 2018,LHD,Western Sydney,Western Sydney,Metropolitan,,T5: Non-urgent,90.9
2018-10-01,Oct-Dec 2018,NSW,NSW,NSW,Specialty network,NSW,T2: Emergency,65.4
2018-10-01,Oct-Dec 2018,NSW,NSW,NSW,Specialty network,NSW,T3: Urgent,68.9
2018-10-01,Oct-Dec 2018,NSW,NSW,NSW,Specialty network,NSW,T4: Semi-urgent,77.1
2018-10-01,Oct-Dec 2018,NSW,NSW,NSW,Specialty network,NSW,T5: Non-urgent,92.9
2018-10-01,Oct-Dec 2018,Peergroup,District group 1,,Specialty network,District group 1,T2: Emergency,70.3
2018-10-01,Oct-Dec 2018,Peergroup,District group 1,,Specialty network,District group 1,T3: Urgent,75.4
2018-10-01,Oct-Dec 2018,Peergroup,District group 1,,Specialty network,District group 1,T4: Semi-urgent,79.8
2018-10-01,Oct-Dec 2018,Peergroup,District group 1,,Specialty network,District group 1,T5: Non-urgent,92.8
2018-10-01,Oct-Dec 2018,Peergroup,District group 2,,Specialty network,District group 2,T2: Emergency,66.4
2018-10-01,Oct-Dec 2018,Peergroup,District group 2,,Specialty network,District group 2,T3: Urgent,74.1
2018-10-01,Oct-Dec 2018,Peergroup,District group 2,,Specialty network,District group 2,T4: Semi-urgent,80.0
2018-10-01,Oct-Dec 2018,Peergroup,District group 2,,Specialty network,District group 2,T5: Non-urgent,93.1
2018-10-01,Oct-Dec 2018,Peergroup,Major,,Specialty network,Major,T2: Emergency,69.9
2018-10-01,Oct-Dec 2018,Peergroup,Major,,Specialty network,Major,T3: Urgent,68.0
2018-10-01,Oct-Dec 2018,Peergroup,Major,,Specialty network,Major,T4: Semi-urgent,76.4
2018-10-01,Oct-Dec 2018,Peergroup,Major,,Specialty network,Major,T5: Non-urgent,91.9
2018-10-01,Oct-Dec 2018,Peergroup,Paediatric specialist,,Specialty network,Paediatric specialist,T2: Emergency,58.8
2018-10-01,Oct-Dec 2018,Peergroup,Paediatric specialist,,Specialty network,Paediatric specialist,T3: Urgent,73.8
2018-10-01,Oct-Dec 2018,Peergroup,Paediatric specialist,,Specialty network,Paediatric specialist,T4: Semi-urgent,60.6
2018-10-01,Oct-Dec 2018,Peergroup,Paediatric specialist,,Specialty network,Paediatric specialist,T5: Non-urgent,83.0
2018-10-01,Oct-Dec 2018,Peergroup,Principal referral,,Specialty network,Principal referral,T2: Emergency,59.0
2018-10-01,Oct-Dec 2018,Peergroup,Principal referral,,Specialty network,Principal referral,T3: Urgent,63.3
2018-10-01,Oct-Dec 2018,Peergroup,Principal referral,,Specialty network,Principal referral,T4: Semi-urgent,73.9
2018-10-01,Oct-Dec 2018,Peergroup,Principal referral,,Specialty network,Principal referral,T5: Non-urgent,91.0
2018-10-01,Oct-Dec 2018,Peergroup,Ungrouped acute - tertiary referral,,Specialty network,Ungrouped acute - tertiary referral,T2: Emergency,85.3
2018-10-01,Oct-Dec 2018,Peergroup,Ungrouped acute - tertiary referral,,Specialty network,Ungrouped acute - tertiary referral,T3: Urgent,79.8
2018-10-01,Oct-Dec 2018,Peergroup,Ungrouped acute - tertiary referral,,Specialty network,Ungrouped acute - tertiary referral,T4: Semi-urgent,81.4
2018-10-01,Oct-Dec 2018,Peergroup,Ungrouped acute - tertiary referral,,Specialty network,Ungrouped acute - tertiary referral,T5: Non-urgent,91.7
2019-01-01,Jan-Mar 2019,Hospital,Armidale,Hunter New England,Regional,District group 1,T2: Emergency,53.6
2019-01-01,Jan-Mar 2019,Hospital,Armidale,Hunter New England,Regional,District group 1,T3: Urgent,59.7
2019-01-01,Jan-Mar 2019,Hospital,Armidale,Hunter New England,Regional,District group 1,T4: Semi-urgent,65.1
2019-01-01,Jan-Mar 2019,Hospital,Armidale,Hunter New England,Regional,District group 1,T5: Non-urgent,86.7
2019-01-01,Jan-Mar 2019,Hospital,Auburn,Western Sydney,Metropolitan,Major,T2: Emergency,49.7
2019-01-01,Jan-Mar 2019,Hospital,Auburn,Western Sydney,Metropolitan,Major,T3: Urgent,46.0
2019-01-01,Jan-Mar 2019,Hospital,Auburn,Western Sydney,Metropolitan,Major,T4: Semi-urgent,48.9
2019-01-01,Jan-Mar 2019,Hospital,Auburn,Western Sydney,Metropolitan,Major,T5: Non-urgent,81.7
2019-01-01,Jan-Mar 2019,Hospital,Ballina,Northern NSW,Regional,District group 2,T2: Emergency,61.5
2019-01-01,Jan-Mar 2019,Hospital,Ballina,Northern NSW,Regional,District group 2,T3: Urgent,73.6
2019-01-01,Jan-Mar 2019,Hospital,Ballina,Northern NSW,Regional,District group 2,T4: Semi-urgent,78.0
2019-01-01,Jan-Mar 2019,Hospital,Ballina,Northern NSW,Regional,District group 2,T5: Non-urgent,95.1
2019-01-01,Jan-Mar 2019,Hospital,Bankstown-Lidcombe,South Western Sydney,Metropolitan,Principal referral,T2: Emergency,47.2
2019-01-01,Jan-Mar 2019,Hospital,Bankstown-Lidcombe,South Western Sydney,Metropolitan,Principal referral,T3: Urgent,56.5
2019-01-01,Jan-Mar 2019,Hospital,Bankstown-Lidcombe,South Western Sydney,Metropolitan,Principal referral,T4: Semi-urgent,71.3
2019-01-01,Jan-Mar 2019,Hospital,Bankstown-Lidcombe,South Western Sydney,Metropolitan,Principal referral,T5: Non-urgent,87.7
2019-01-01,Jan-Mar 2019,Hospital,Batemans Bay,Southern NSW,Regional,District group 2,T2: Emergency,50.6
2019-01-01,Jan-Mar 2019,Hospital,Batemans Bay,Southern NSW,Regional,District group 2,T3: Urgent,61.2
2019-01-01,Jan-Mar 2019,Hospital,Batemans Bay,Southern NSW,Regional,District group 2,T4: Semi-urgent,74.7
2019-01-01,Jan-Mar 2019,Hospital,Batemans Bay,Southern NSW,Regional,District group 2,T5: Non-urgent,91.4
2019-01-01,Jan-Mar 2019,Hospital,Bathurst,Western NSW,Regional,District group 1,T2: Emergency,80.7
2019-01-01,Jan-Mar 2019,Hospital,Bathurst,Western NSW,Regional,District group 1,T3: Urgent,83.2
2019-01-01,Jan-Mar 2019,Hospital,Bathurst,Western NSW,Regional,District group 1,T4: Semi-urgent,90.3
2019-01-01,Jan-Mar 2019,Hospital,Bathurst,Western NSW,Regional,District group 1,T5: Non-urgent,97.2
2019-01-01,Jan-Mar 2019,Hospital,Belmont,Hunter New England,Regional,District group 1,T2: Emergency,67.3
2019-01-01,Jan-Mar 2019,Hospital,Belmont,Hunter New England,Regional,District group 1,T3: Urgent,77.5
2019-01-01,Jan-Mar 2019,Hospital,Belmont,Hunter New England,Regional,District group 1,T4: Semi-urgent,79.1
2019-01-01,Jan-Mar 2019,Hospital,Belmont,Hunter New England,Regional,District group 1,T5: Non-urgent,90.8
2019-01-01,Jan-Mar 2019,Hospital,Blacktown,Western Sydney,Metropolitan,Major,T2: Emergency,70.0
2019-01-01,Jan-Mar 2019,Hospital,Blacktown,Western Sydney,Metropolitan,Major,T3: Urgent,69.5
2019-01-01,Jan-Mar 2019,Hospital,Blacktown,Western Sydney,Metropolitan,Major,T4: Semi-urgent,74.7
2019-01-01,Jan-Mar 2019,Hospital,Blacktown,Western Sydney,Metropolitan,Major,T5: Non-urgent,87.4
2019-01-01,Jan-Mar 2019,Hospital,Blue Mountains,Nepean Blue Mountains,Metropolitan,District group 2,T2: Emergency,64.6
2019-01-01,Jan-Mar 2019,Hospital,Blue Mountains,Nepean Blue Mountains,Metropolitan,District group 2,T3: Urgent,75.7
2019-01-01,Jan-Mar 2019,Hospital,Blue Mountains,Nepean Blue Mountains,Metropolitan,District group 2,T4: Semi-urgent,75.5
2019-01-01,Jan-Mar 2019,Hospital,Blue Mountains,Nepean Blue Mountains,Metropolitan,District group 2,T5: Non-urgent,89.1
2019-01-01,Jan-Mar 2019,Hospital,Bowral,South Western Sydney,Metropolitan,District group 1,T2: Emergency,35.0
2019-01-01,Jan-Mar 2019,Hospital,Bowral,South Western Sydney,Metropolitan,District group 1,T3: Urgent,57.9
2019-01-01,Jan-Mar 2019,Hospital,Bowral,South Western Sydney,Metropolitan,District group 1,T4: Semi-urgent,67.1
2019-01-01,Jan-Mar 2019,Hospital,Bowral,South Western Sydney,Metropolitan,District group 1,T5: Non-urgent,88.8
2019-01-01,Jan-Mar 2019,Hospital,Broken Hill,Far West,Regional,District group 1,T2: Emergency,46.0
2019-01-01,Jan-Mar 2019,Hospital,Broken Hill,Far West,Regional,District group 1,T3: Urgent,61.2
2019-01-01,Jan-Mar 2019,Hospital,Broken Hill,Far West,Regional,District group 1,T4: Semi-urgent,79.4
2019-01-01,Jan-Mar 2019,Hospital,Broken Hill,Far West,Regional,District group 1,T5: Non-urgent,96.4
2019-01-01,Jan-Mar 2019,Hospital,Byron Central,Northern NSW,Regional,District group 2,T2: Emergency,78.2
2019-01-01,Jan-Mar 2019,Hospital,Byron Central,Northern NSW,Regional,District group 2,T3: Urgent,73.3
2019-01-01,Jan-Mar 2019,Hospital,Byron Central,Northern NSW,Regional,District group 2,T4: Semi-urgent,79.9
2019-01-01,Jan-Mar 2019,Hospital,Byron Central,Northern NSW,Regional,District group 2,T5: Non-urgent,93.1
2019-01-01,Jan-Mar 2019,Hospital,Calvary Mater,Hunter New England,Regional,Ungrouped acute - tertiary referral,T2: Emergency,86.7
2019-01-01,Jan-Mar 2019,Hospital,Calvary Mater,Hunter New England,Regional,Ungrouped acute - tertiary referral,T3: Urgent,84.9
2019-01-01,Jan-Mar 2019,Hospital,Calvary Mater,Hunter New England,Regional,Ungrouped acute - tertiary referral,T4: Semi-urgent,83.2
2019-01-01,Jan-Mar 2019,Hospital,Calvary Mater,Hunter New England,Regional,Ungrouped acute - tertiary referral,T5: Non-urgent,88.8
2019-01-01,Jan-Mar 2019,Hospital,Campbelltown,South Western Sydney,Metropolitan,Major,T2: Emergency,69.3
2019-01-01,Jan-Mar 2019,Hospital,Campbelltown,South Western Sydney,Metropolitan,Major,T3: Urgent,73.4
2019-01-01,Jan-Mar 2019,Hospital,Campbelltown,South Western Sydney,Metropolitan,Major,T4: Semi-urgent,76.2
2019-01-01,Jan-Mar 2019,Hospital,Campbelltown,South Western Sydney,Metropolitan,Major,T5: Non-urgent,89.3
2019-01-01,Jan-Mar 2019,Hospital,Canterbury,Sydney,Metropolitan,Major,T2: Emergency,59.6
2019-01-01,Jan-Mar 2019,Hospital,Canterbury,Sydney,Metropolitan,Major,T3: Urgent,67.2
2019-01-01,Jan-Mar 2019,Hospital,Canterbury,Sydney,Metropolitan,Major,T4: Semi-urgent,73.7
2019-01-01,Jan-Mar 2019,Hospital,Canterbury,Sydney,Metropolitan,Major,T5: Non-urgent,91.6
2019-01-01,Jan-Mar 2019,Hospital,Casino,Northern NSW,Regional,District group 2,T2: Emergency,56.1
2019-01-01,Jan-Mar 2019,Hospital,Casino,Northern NSW,Regional,District group 2,T3: Urgent,66.6
2019-01-01,Jan-Mar 2019,Hospital,Casino,Northern NSW,Regional,District group 2,T4: Semi-urgent,71.6
2019-01-01,Jan-Mar 2019,Hospital,Casino,Northern NSW,Regional,District group 2,T5: Non-urgent,87.9
2019-01-01,Jan-Mar 2019,Hospital,Cessnock,Hunter New England,Regional,District group 2,T2: Emergency,65.3
2019-01-01,Jan-Mar 2019,Hospital,Cessnock,Hunter New England,Regional,District group 2,T3: Urgent,67.7
2019-01-01,Jan-Mar 2019,Hospital,Cessnock,Hunter New England,Regional,District group 2,T4: Semi-urgent,69.4
2019-01-01,Jan-Mar 2019,Hospital,Cessnock,Hunter New England,Regional,District group 2,T5: Non-urgent,90.0
