reporting_period,entity,lhd,peer_group,attendances,pct_on_time,quarter_start,district_type
Jul-Sep 2013,John Hunter,Hunter New England,Principal referral,17818.0,71.8,2013-07-01,Regional
Jul-Sep 2013,Kempsey,Mid North Coast,District group 2,5268.0,75.4,2013-07-01,Regional
Jul-Sep 2013,Kurri Kurri,Hunter New England,District group 2,1725.0,80.3,2013-07-01,Regional
Jul-Sep 2013,Lismore,Northern NSW,Major,7463.0,64.4,2013-07-01,Regional
Jul-Sep 2013,Lithgow,Nepean Blue Mountains,District group 2,3439.0,85.9,2013-07-01,Metropolitan
Jul-Sep 2013,Liverpool,South Western Sydney,Principal referral,18942.0,66.9,2013-07-01,Metropolitan
Jul-Sep 2013,Macksville,Mid North Coast,District group 2,3033.0,64.7,2013-07-01,Regional
Jul-Sep 2013,Maclean,Northern NSW,District group 2,2736.0,74.7,2013-07-01,Regional
Jul-Sep 2013,Maitland,Hunter New England,Major,11221.0,64.0,2013-07-01,Regional
Jul-Sep 2013,Manly,Northern Sydney,Major,6107.0,85.4,2013-07-01,Metropolitan
Jul-Sep 2013,Manning,Hunter New England,Major,6621.0,74.8,2013-07-01,Regional
Jul-Sep 2013,Milton,Illawarra Shoalhaven,District group 2,3418.0,78.6,2013-07-01,Metropolitan
Jul-Sep 2013,Mona Vale,Northern Sydney,Major,8236.0,75.6,2013-07-01,Metropolitan
Jul-Sep 2013,Moree,Hunter New England,District group 2,2161.0,93.7,2013-07-01,Regional
Jul-Sep 2013,Moruya,Southern NSW,District group 2,2573.0,72.7,2013-07-01,Regional
Jul-Sep 2013,Mount Druitt,Western Sydney,District group 1,8684.0,53.7,2013-07-01,Metropolitan
Jul-Sep 2013,Murwillumbah,Northern NSW,District group 1,4328.0,89.6,2013-07-01,Regional
Jul-Sep 2013,Muswellbrook,Hunter New England,District group 2,1964.0,80.0,2013-07-01,Regional
Jul-Sep 2013,Narrabri,Hunter New England,District group 2,1281.0,92.2,2013-07-01,Regional
Jul-Sep 2013,Nepean,Nepean Blue Mountains,Principal referral,15970.0,73.0,2013-07-01,Metropolitan
Jul-Sep 2013,Orange,Western NSW,Major,6670.0,78.5,2013-07-01,Regional
Jul-Sep 2013,Port Macquarie,Mid North Coast,Major,7369.0,71.5,2013-07-01,Regional
Jul-Sep 2013,Prince of Wales,South Eastern Sydney,Principal referral,12947.0,72.6,2013-07-01,Metropolitan
Jul-Sep 2013,Queanbeyan,Southern NSW,District group 2,4345.0,68.4,2013-07-01,Regional
Jul-Sep 2013,Royal North Shore,Northern Sydney,Principal referral,17587.0,79.3,2013-07-01,Metropolitan
Jul-Sep 2013,Royal Prince Alfred,Sydney,Principal referral,18201.0,49.4,2013-07-01,Metropolitan
Jul-Sep 2013,Ryde,Northern Sydney,District group 1,6619.0,85.4,2013-07-01,Metropolitan
Jul-Sep 2013,Shellharbour,Illawarra Shoalhaven,District group 1,6740.0,65.4,2013-07-01,Metropolitan
Jul-Sep 2013,Shoalhaven,Illawarra Shoalhaven,Major,8606.0,66.5,2013-07-01,Metropolitan
Jul-Sep 2013,Singleton,Hunter New England,District group 2,2940.0,72.8,2013-07-01,Regional
Jul-Sep 2013,South East Regional,Southern NSW,District group 1,2901.0,71.3,2013-07-01,Regional
Jul-Sep 2013,St George,South Eastern Sydney,Principal referral,17273.0,59.8,2013-07-01,Metropolitan
Jul-Sep 2013,St Vincent's,St Vincent's Health Network,Principal referral,11094.0,83.2,2013-07-01,Specialty network
Jul-Sep 2013,Sutherland,South Eastern Sydney,Major,12259.0,60.2,2013-07-01,Metropolitan
Jul-Sep 2013,Sydney Children's Randwick,Sydney Children's Hospitals Network,Paediatric specialist,10019.0,61.3,2013-07-01,Specialty network
Jul-Sep 2013,Sydney and Sydney Eye,South Eastern Sydney,Ungrouped acute - tertiary referral,9433.0,93.6,2013-07-01,Metropolitan
Jul-Sep 2013,Tamworth,Hunter New England,Major,10711.0,72.5,2013-07-01,Regional
Jul-Sep 2013,Tweed Valley,Northern NSW,Major,11111.0,77.3,2013-07-01,Regional
Jul-Sep 2013,Wagga Wagga,Murrumbidgee,Major,9222.0,78.5,2013-07-01,Regional
Jul-Sep 2013,Westmead,Western Sydney,Principal referral,16288.0,49.2,2013-07-01,Metropolitan
Jul-Sep 2013,Wollongong,Illawarra Shoalhaven,Principal referral,14927.0,63.2,2013-07-01,Metropolitan
Jul-Sep 2013,Wyong,Central Coast,Major,14617.0,70.5,2013-07-01,Metropolitan
Jul-Sep 2013,Young,Murrumbidgee,District group 2,2217.0,69.9,2013-07-01,Regional
Jul-Sep 2014,Armidale,Hunter New England,District group 1,4235.0,74.7,2014-07-01,Regional
Jul-Sep 2014,Auburn,Western Sydney,Major,6464.0,70.3,2014-07-01,Metropolitan
Jul-Sep 2014,Ballina,Northern NSW,District group 2,3821.0,75.9,2014-07-01,Regional
Jul-Sep 2014,Bankstown-Lidcombe,South Western Sydney,Principal referral,12340.0,61.9,2014-07-01,Metropolitan
Jul-Sep 2014,Batemans Bay,Southern NSW,District group 2,3067.0,77.1,2014-07-01,Regional
Jul-Sep 2014,Bathurst,Western NSW,District group 1,6165.0,84.7,2014-07-01,Regional
Jul-Sep 2014,Belmont,Hunter New England,District group 1,6133.0,86.0,2014-07-01,Regional
Jul-Sep 2014,Blacktown,Western Sydney,Major,9983.0,73.8,2014-07-01,Metropolitan
Jul-Sep 2014,Blue Mountains,Nepean Blue Mountains,District group 2,4138.0,76.2,2014-07-01,Metropolitan
Jul-Sep 2014,Bowral,South Western Sydney,District group 1,4435.0,69.1,2014-07-01,Metropolitan
Jul-Sep 2014,Broken Hill,Far West,District group 1,5570.0,68.1,2014-07-01,Regional
Jul-Sep 2014,Calvary Mater,Hunter New England,Ungrouped acute - tertiary referral,8577.0,78.1,2014-07-01,Regional
Jul-Sep 2014,Campbelltown,South Western Sydney,Major,15444.0,71.3,2014-07-01,Metropolitan
Jul-Sep 2014,Canterbury,Sydney,Major,10178.0,75.0,2014-07-01,Metropolitan
Jul-Sep 2014,Casino,Northern NSW,District group 2,3637.0,72.4,2014-07-01,Regional
Jul-Sep 2014,Cessnock,Hunter New England,District group 2,4194.0,76.5,2014-07-01,Regional
Jul-Sep 2014,Children's at Westmead,Sydney Children's Hospitals Network,Paediatric specialist,13955.0,67.8,2014-07-01,Specialty network
Jul-Sep 2014,Coffs Harbour,Mid North Coast,Major,9135.0,86.3,2014-07-01,Regional
Jul-Sep 2014,Concord,Sydney,Principal referral,9514.0,69.6,2014-07-01,Metropolitan
Jul-Sep 2014,Dubbo,Western NSW,Major,7385.0,73.1,2014-07-01,Regional
Jul-Sep 2014,Fairfield,South Western Sydney,Major,8751.0,69.7,2014-07-01,Metropolitan
Jul-Sep 2014,Forbes,Western NSW,District group 2,2242.0,82.9,2014-07-01,Regional
Jul-Sep 2014,Gosford,Central Coast,Principal referral,14721.0,66.1,2014-07-01,Metropolitan
Jul-Sep 2014,Goulburn,Southern NSW,District group 1,4087.0,64.4,2014-07-01,Regional
Jul-Sep 2014,Grafton,Northern NSW,District group 1,5886.0,71.2,2014-07-01,Regional
Jul-Sep 2014,Griffith,Murrumbidgee,District group 1,4563.0,78.6,2014-07-01,Regional
Jul-Sep 2014,Gunnedah,Hunter New England,District group 2,2258.0,75.9,2014-07-01,Regional
Jul-Sep 2014,Hawkesbury,Nepean Blue Mountains,District group 1,5432.0,84.0,2014-07-01,Metropolitan
Jul-Sep 2014,Hornsby,Northern Sydney,Major,9379.0,89.3,2014-07-01,Metropolitan
Jul-Sep 2014,Inverell,Hunter New England,District group 2,2611.0,79.3,2014-07-01,Regional
Jul-Sep 2014,John Hunter,Hunter New England,Principal referral,18695.0,71.5,2014-07-01,Regional
Jul-Sep 2014,Kempsey,Mid North Coast,District group 2,5575.0,75.0,2014-07-01,Regional
Jul-Sep 2014,Kurri Kurri,Hunter New England,District group 2,1643.0,88.6,2014-07-01,Regional
Jul-Sep 2014,Lismore,Northern NSW,Major,7378.0,74.9,2014-07-01,Regional
Jul-Sep 2014,Lithgow,Nepean Blue Mountains,District group 2,3096.0,88.4,2014-07-01,Metropolitan
Jul-Sep 2014,Liverpool,South Western Sydney,Principal referral,19342.0,59.5,2014-07-01,Metropolitan
Jul-Sep 2014,Macksville,Mid North Coast,District group 2,3086.0,64.7,2014-07-01,Regional
Jul-Sep 2014,Maclean,Northern NSW,District group 2,2721.0,69.0,2014-07-01,Regional
Jul-Sep 2014,Maitland,Hunter New England,Major,11310.0,67.8,2014-07-01,Regional
Jul-Sep 2014,Manly,Northern Sydney,Major,5902.0,86.4,2014-07-01,Metropolitan
Jul-Sep 2014,Manning,Hunter New England,Major,6416.0,85.4,2014-07-01,Regional
Jul-Sep 2014,Milton,Illawarra Shoalhaven,District group 2,3245.0,75.9,2014-07-01,Metropolitan
Jul-Sep 2014,Mona Vale,Northern Sydney,Major,8491.0,80.3,2014-07-01,Metropolitan
Jul-Sep 2014,Moree,Hunter New England,District group 2,2080.0,94.9,2014-07-01,Regional
Jul-Sep 2014,Moruya,Southern NSW,District group 2,2392.0,80.0,2014-07-01,Regional
Jul-Sep 2014,Mount Druitt,Western Sydney,District group 1,8371.0,48.2,2014-07-01,Metropolitan
Jul-Sep 2014,Mudgee,Western NSW,District group 2,3259.0,63.9,2014-07-01,Regional
Jul-Sep 2014,Murwillumbah,Northern NSW,District group 1,4139.0,90.5,2014-07-01,Regional
Jul-Sep 2014,Muswellbrook,Hunter New England,District group 2,2055.0,80.8,2014-07-01,Regional
Jul-Sep 2014,Narrabri,Hunter New England,District group 2,1501.0,92.4,2014-07-01,Regional
Jul-Sep 2014,Nepean,Nepean Blue Mountains,Principal referral,16473.0,60.7,2014-07-01,Metropolitan
Jul-Sep 2014,Orange,Western NSW,Major,6963.0,86.6,2014-07-01,Regional
Jul-Sep 2014,Port Macquarie,Mid North Coast,Major,7326.0,68.4,2014-07-01,Regional
Jul-Sep 2014,Prince of Wales,South Eastern Sydney,Principal referral,13382.0,70.9,2014-07-01,Metropolitan
Jul-Sep 2014,Queanbeyan,Southern NSW,District group 2,4463.0,72.9,2014-07-01,Regional
Jul-Sep 2014,Royal North Shore,Northern Sydney,Principal referral,18279.0,79.1,2014-07-01,Metropolitan
Jul-Sep 2014,Royal Prince Alfred,Sydney,Principal referral,17826.0,51.4,2014-07-01,Metropolitan
Jul-Sep 2014,Ryde,Northern Sydney,District group 1,6811.0,86.8,2014-07-01,Metropolitan
Jul-Sep 2014,Shellharbour,Illawarra Shoalhaven,District group 1,7042.0,69.0,2014-07-01,Metropolitan
Jul-Sep 2014,Shoalhaven,Illawarra Shoalhaven,Major,8849.0,59.2,2014-07-01,Metropolitan
Jul-Sep 2014,Singleton,Hunter New England,District group 2,2812.0,66.9,2014-07-01,Regional
Jul-Sep 2014,South East Regional,Southern NSW,District group 1,2896.0,80.2,2014-07-01,Regional
Jul-Sep 2014,St George,South Eastern Sydney,Principal referral,17478.0,62.7,2014-07-01,Metropolitan
Jul-Sep 2014,St Vincent's,St Vincent's Health Network,Principal referral,11071.0,79.8,2014-07-01,Specialty network
Jul-Sep 2014,Sutherland,South Eastern Sydney,Major,12411.0,64.1,2014-07-01,Metropolitan
Jul-Sep 2014,Sydney Children's Randwick,Sydney Children's Hospitals Network,Paediatric specialist,9722.0,67.4,2014-07-01,Specialty network
Jul-Sep 2014,Sydney and Sydney Eye,South Eastern Sydney,Ungrouped acute - tertiary referral,9000.0,94.6,2014-07-01,Metropolitan
Jul-Sep 2014,Tamworth,Hunter New England,Major,10628.0,73.7,2014-07-01,Regional
Jul-Sep 2014,Tweed Valley,Northern NSW,Major,11855.0,83.0,2014-07-01,Regional
Jul-Sep 2014,Wagga Wagga,Murrumbidgee,Major,9125.0,73.2,2014-07-01,Regional
Jul-Sep 2014,Westmead,Western Sydney,Principal referral,17110.0,48.8,2014-07-01,Metropolitan
Jul-Sep 2014,Wollongong,Illawarra Shoalhaven,Principal referral,15101.0,62.5,2014-07-01,Metropolitan
Jul-Sep 2014,Wyong,Central Coast,Major,14189.0,77.7,2014-07-01,Metropolitan
Jul-Sep 2014,Young,Murrumbidgee,District group 2,2254.0,96.2,2014-07-01,Regional
Jul-Sep 2015,Armidale,Hunter New England,District group 1,4109.0,74.8,2015-07-01,Regional
Jul-Sep 2015,Auburn,Western Sydney,Major,6714.0,61.2,2015-07-01,Metropolitan
Jul-Sep 2015,Ballina,Northern NSW,District group 2,3969.0,76.2,2015-07-01,Regional
Jul-Sep 2015,Bankstown-Lidcombe,South Western Sydney,Principal referral,13582.0,71.1,2015-07-01,Metropolitan
Jul-Sep 2015,Batemans Bay,Southern NSW,District group 2,3167.0,72.6,2015-07-01,Regional
Jul-Sep 2015,Bathurst,Western NSW,District group 1,6371.0,78.4,2015-07-01,Regional
Jul-Sep 2015,Belmont,Hunter New England,District group 1,6052.0,82.5,2015-07-01,Regional
Jul-Sep 2015,Blacktown,Western Sydney,Major,10894.0,54.7,2015-07-01,Metropolitan
Jul-Sep 2015,Blue Mountains,Nepean Blue Mountains,District group 2,4011.0,80.7,2015-07-01,Metropolitan
Jul-Sep 2015,Bowral,South Western Sydney,District group 1,4489.0,78.9,2015-07-01,Metropolitan
Jul-Sep 2015,Broken Hill,Far West,District group 1,5256.0,78.9,2015-07-01,Regional
Jul-Sep 2015,Calvary Mater,Hunter New England,Ungrouped acute - tertiary referral,8620.0,76.3,2015-07-01,Regional
Jul-Sep 2015,Campbelltown,South Western Sydney,Major,16434.0,76.1,2015-07-01,Metropolitan
Jul-Sep 2015,Canterbury,Sydney,Major,11112.0,75.1,2015-07-01,Metropolitan
Jul-Sep 2015,Casino,Northern NSW,District group 2,3543.0,66.6,2015-07-01,Regional
Jul-Sep 2015,Cessnock,Hunter New England,District group 2,4266.0,78.8,2015-07-01,Regional
Jul-Sep 2015,Children's at Westmead,Sydney Children's Hospitals Network,Paediatric specialist,15284.0,57.0,2015-07-01,Specialty network
Jul-Sep 2015,Coffs Harbour,Mid North Coast,Major,9283.0,83.7,2015-07-01,Regional
Jul-Sep 2015,Concord,Sydney,Principal referral,9502.0,65.2,2015-07-01,Metropolitan
Jul-Sep 2015,Deniliquin,Murrumbidgee,District group 2,2382.0,96.5,2015-07-01,Regional
Jul-Sep 2015,Dubbo,Western NSW,Major,7512.0,63.7,2015-07-01,Regional
Jul-Sep 2015,Fairfield,South Western Sydney,Major,9014.0,64.7,2015-07-01,Metropolitan
Jul-Sep 2015,Forbes,Western NSW,District group 2,2512.0,85.6,2015-07-01,Regional
Jul-Sep 2015,Gosford,Central Coast,Principal referral,16038.0,63.4,2015-07-01,Metropolitan
Jul-Sep 2015,Goulburn,Southern NSW,District group 1,4249.0,61.5,2015-07-01,Regional
Jul-Sep 2015,Grafton,Northern NSW,District group 1,6048.0,68.5,2015-07-01,Regional
Jul-Sep 2015,Griffith,Murrumbidgee,District group 1,4971.0,78.3,2015-07-01,Regional
Jul-Sep 2015,Gunnedah,Hunter New England,District group 2,2128.0,78.9,2015-07-01,Regional
Jul-Sep 2015,Hawkesbury,Nepean Blue Mountains,District group 1,5596.0,82.4,2015-07-01,Metropolitan
Jul-Sep 2015,Hornsby,Northern Sydney,Major,9312.0,85.0,2015-07-01,Metropolitan
Jul-Sep 2015,Inverell,Hunter New England,District group 2,1986.0,81.9,2015-07-01,Regional
Jul-Sep 2015,John Hunter,Hunter New England,Principal referral,19016.0,65.7,2015-07-01,Regional
Jul-Sep 2015,Kempsey,Mid North Coast,District group 2,6228.0,78.7,2015-07-01,Regional
Jul-Sep 2015,Kurri Kurri,Hunter New England,District group 2,1360.0,88.0,2015-07-01,Regional
Jul-Sep 2015,Lismore,Northern NSW,Major,7807.0,60.3,2015-07-01,Regional
Jul-Sep 2015,Lithgow,Nepean Blue Mountains,District group 2,3121.0,90.4,2015-07-01,Metropolitan
Jul-Sep 2015,Liverpool,South Western Sydney,Principal referral,20759.0,58.8,2015-07-01,Metropolitan
Jul-Sep 2015,Macksville,Mid North Coast,District group 2,3179.0,71.9,2015-07-01,Regional
Jul-Sep 2015,Maclean,Northern NSW,District group 2,2773.0,62.1,2015-07-01,Regional
Jul-Sep 2015,Maitland,Hunter New England,Major,11780.0,67.6,2015-07-01,Regional
Jul-Sep 2015,Manly,Northern Sydney,Major,5845.0,87.2,2015-07-01,Metropolitan
Jul-Sep 2015,Manning,Hunter New England,Major,6872.0,80.6,2015-07-01,Regional
Jul-Sep 2015,Milton,Illawarra Shoalhaven,District group 2,3510.0,75.9,2015-07-01,Metropolitan
Jul-Sep 2015,Mona Vale,Northern Sydney,Major,8366.0,82.9,2015-07-01,Metropolitan
Jul-Sep 2015,Moree,Hunter New England,District group 2,1986.0,92.5,2015-07-01,Regional
Jul-Sep 2015,Moruya,Southern NSW,District group 2,2230.0,75.5,2015-07-01,Regional
Jul-Sep 2015,Mount Druitt,Western Sydney,District group 1,8551.0,52.1,2015-07-01,Metropolitan
Jul-Sep 2015,Mudgee,Western NSW,District group 2,3405.0,66.6,2015-07-01,Regional
Jul-Sep 2015,Murwillumbah,Northern NSW,District group 1,4130.0,83.2,2015-07-01,Regional
Jul-Sep 2015,Muswellbrook,Hunter New England,District group 2,2279.0,85.3,2015-07-01,Regional
Jul-Sep 2015,Narrabri,Hunter New England,District group 2,1419.0,84.9,2015-07-01,Regional
Jul-Sep 2015,Nepean,Nepean Blue Mountains,Principal referral,16838.0,51.6,2015-07-01,Metropolitan
Jul-Sep 2015,Orange,Western NSW,Major,6996.0,83.6,2015-07-01,Regional
Jul-Sep 2015,Port Macquarie,Mid North Coast,Major,8020.0,70.2,2015-07-01,Regional
Jul-Sep 2015,Prince of Wales,South Eastern Sydney,Principal referral,13683.0,75.2,2015-07-01,Metropolitan
Jul-Sep 2015,Queanbeyan,Southern NSW,District group 2,4313.0,70.7,2015-07-01,Regional
Jul-Sep 2015,Royal North Shore,Northern Sydney,Principal referral,19257.0,76.4,2015-07-01,Metropolitan
Jul-Sep 2015,Royal Prince Alfred,Sydney,Principal referral,18190.0,58.6,2015-07-01,Metropolitan
Jul-Sep 2015,Ryde,Northern Sydney,District group 1,6889.0,86.5,2015-07-01,Metropolitan
Jul-Sep 2015,Shellharbour,Illawarra Shoalhaven,District group 1,7221.0,73.1,2015-07-01,Metropolitan
Jul-Sep 2015,Shoalhaven,Illawarra Shoalhaven,Major,9356.0,62.8,2015-07-01,Metropolitan
Jul-Sep 2015,Singleton,Hunter New England,District group 2,2898.0,68.8,2015-07-01,Regional
Jul-Sep 2015,South East Regional,Southern NSW,District group 1,3122.0,73.7,2015-07-01,Regional
Jul-Sep 2015,St George,South Eastern Sydney,Principal referral,18843.0,61.9,2015-07-01,Metropolitan
Jul-Sep 2015,St Vincent's,St Vincent's Health Network,Principal referral,11638.0,82.6,2015-07-01,Specialty network
Jul-Sep 2015,Sutherland,South Eastern Sydney,Major,12480.0,62.8,2015-07-01,Metropolitan
Jul-Sep 2015,Sydney Children's Randwick,Sydney Children's Hospitals Network,Paediatric specialist,9726.0,63.8,2015-07-01,Specialty network
Jul-Sep 2015,Sydney and Sydney Eye,South Eastern Sydney,Ungrouped acute - tertiary referral,8742.0,92.6,2015-07-01,Metropolitan
Jul-Sep 2015,Tamworth,Hunter New England,Major,10891.0,59.7,2015-07-01,Regional
Jul-Sep 2015,Tweed Valley,Northern NSW,Major,12698.0,82.9,2015-07-01,Regional
Jul-Sep 2015,Wagga Wagga,Murrumbidgee,Major,9940.0,73.4,2015-07-01,Regional
Jul-Sep 2015,Westmead,Western Sydney,Principal referral,18185.0,41.3,2015-07-01,Metropolitan
Jul-Sep 2015,Wollongong,Illawarra Shoalhaven,Principal referral,15471.0,62.4,2015-07-01,Metropolitan
Jul-Sep 2015,Wyong,Central Coast,Major,15899.0,73.2,2015-07-01,Metropolitan
Jul-Sep 2015,Young,Murrumbidgee,District group 2,2279.0,84.5,2015-07-01,Regional
Jul-Sep 2016,Armidale,Hunter New England,District group 1,4076.0,69.4,2016-07-01,Regional
Jul-Sep 2016,Auburn,Western Sydney,Major,6654.0,68.4,2016-07-01,Metropolitan
Jul-Sep 2016,Ballina,Northern NSW,District group 2,3904.0,78.2,2016-07-01,Regional
Jul-Sep 2016,Bankstown-Lidcombe,South Western Sydney,Principal referral,13336.0,67.9,2016-07-01,Metropolitan
Jul-Sep 2016,Batemans Bay,Southern NSW,District group 2,3567.0,76.4,2016-07-01,Regional
Jul-Sep 2016,Bathurst,Western NSW,District group 1,6217.0,85.2,2016-07-01,Regional
Jul-Sep 2016,Belmont,Hunter New England,District group 1,5902.0,84.9,2016-07-01,Regional
Jul-Sep 2016,Blacktown,Western Sydney,Major,11262.0,53.2,2016-07-01,Metropolitan
Jul-Sep 2016,Blue Mountains,Nepean Blue Mountains,District group 2,4216.0,76.0,2016-07-01,Metropolitan
Jul-Sep 2016,Bowral,South Western Sydney,District group 1,4555.0,80.0,2016-07-01,Metropolitan
Jul-Sep 2016,Broken Hill,Far West,District group 1,5796.0,81.5,2016-07-01,Regional
Jul-Sep 2016,Byron Central,Northern NSW,District group 2,4055.0,82.0,2016-07-01,Regional
Jul-Sep 2016,Calvary Mater,Hunter New England,Ungrouped acute - tertiary referral,9066.0,81.0,2016-07-01,Regional
Jul-Sep 2016,Campbelltown,South Western Sydney,Major,16533.0,75.9,2016-07-01,Metropolitan
Jul-Sep 2016,Canterbury,Sydney,Major,11230.0,77.8,2016-07-01,Metropolitan
Jul-Sep 2016,Casino,Northern NSW,District group 2,3393.0,67.7,2016-07-01,Regional
Jul-Sep 2016,Cessnock,Hunter New England,District group 2,4262.0,73.4,2016-07-01,Regional
Jul-Sep 2016,Children's at Westmead,Sydney Children's Hospitals Network,Paediatric specialist,14740.0,59.0,2016-07-01,Specialty network
Jul-Sep 2016,Coffs Harbour,Mid North Coast,Major,9469.0,80.8,2016-07-01,Regional
Jul-Sep 2016,Concord,Sydney,Principal referral,9602.0,77.7,2016-07-01,Metropolitan
Jul-Sep 2016,Cooma,Southern NSW,District group 2,2944.0,74.2,2016-07-01,Regional
Jul-Sep 2016,Cowra,Western NSW,District group 2,1770.0,93.8,2016-07-01,Regional
Jul-Sep 2016,Deniliquin,Murrumbidgee,District group 2,2073.0,97.7,2016-07-01,Regional
Jul-Sep 2016,Dubbo,Western NSW,Major,8286.0,67.9,2016-07-01,Regional
Jul-Sep 2016,Fairfield,South Western Sydney,Major,8764.0,73.8,2016-07-01,Metropolitan
Jul-Sep 2016,Forbes,Western NSW,District group 2,1855.0,82.8,2016-07-01,Regional
Jul-Sep 2016,Gosford,Central Coast,Principal referral,16430.0,66.2,2016-07-01,Metropolitan
Jul-Sep 2016,Goulburn,Southern NSW,District group 1,4309.0,68.2,2016-07-01,Regional
Jul-Sep 2016,Grafton,Northern NSW,District group 1,6301.0,71.8,2016-07-01,Regional
Jul-Sep 2016,Griffith,Murrumbidgee,District group 1,5192.0,80.8,2016-07-01,Regional
Jul-Sep 2016,Gunnedah,Hunter New England,District group 2,1949.0,74.8,2016-07-01,Regional
Jul-Sep 2016,Hawkesbury,Nepean Blue Mountains,District group 1,5695.0,83.3,2016-07-01,Metropolitan
Jul-Sep 2016,Hornsby,Northern Sydney,Major,9574.0,86.8,2016-07-01,Metropolitan
Jul-Sep 2016,Inverell,Hunter New England,District group 2,2081.0,84.0,2016-07-01,Regional
Jul-Sep 2016,John Hunter,Hunter New England,Principal referral,19427.0,69.7,2016-07-01,Regional
Jul-Sep 2016,Kempsey,Mid North Coast,District group 2,6490.0,67.4,2016-07-01,Regional
Jul-Sep 2016,Kurri Kurri,Hunter New England,District group 2,969.0,93.0,2016-07-01,Regional
Jul-Sep 2016,Lismore,Northern NSW,Major,7927.0,64.6,2016-07-01,Regional
Jul-Sep 2016,Lithgow,Nepean Blue Mountains,District group 2,3099.0,91.0,2016-07-01,Metropolitan
Jul-Sep 2016,Liverpool,South Western Sydney,Principal referral,20751.0,77.1,2016-07-01,Metropolitan
Jul-Sep 2016,Macksville,Mid North Coast,District group 2,3003.0,76.0,2016-07-01,Regional
Jul-Sep 2016,Maclean,Northern NSW,District group 2,2948.0,59.6,2016-07-01,Regional
Jul-Sep 2016,Maitland,Hunter New England,Major,12232.0,70.8,2016-07-01,Regional
Jul-Sep 2016,Manly,Northern Sydney,Major,5800.0,87.6,2016-07-01,Metropolitan
Jul-Sep 2016,Manning,Hunter New England,Major,6985.0,79.8,2016-07-01,Regional
Jul-Sep 2016,Milton,Illawarra Shoalhaven,District group 2,3560.0,73.2,2016-07-01,Metropolitan
Jul-Sep 2016,Mona Vale,Northern Sydney,Major,8422.0,83.8,2016-07-01,Metropolitan
Jul-Sep 2016,Moree,Hunter New England,District group 2,1956.0,87.4,2016-07-01,Regional
Jul-Sep 2016,Moruya,Southern NSW,District group 2,2441.0,77.7,2016-07-01,Regional
Jul-Sep 2016,Mount Druitt,Western Sydney,District group 1,8133.0,55.7,2016-07-01,Metropolitan
Jul-Sep 2016,Mudgee,Western NSW,District group 2,2730.0,75.7,2016-07-01,Regional
Jul-Sep 2016,Murwillumbah,Northern NSW,District group 1,4385.0,91.5,2016-07-01,Regional
Jul-Sep 2016,Muswellbrook,Hunter New England,District group 2,2378.0,82.1,2016-07-01,Regional
Jul-Sep 2016,Narrabri,Hunter New England,District group 2,1339.0,91.4,2016-07-01,Regional
Jul-Sep 2016,Nepean,Nepean Blue Mountains,Principal referral,17046.0,61.6,2016-07-01,Metropolitan
Jul-Sep 2016,Orange,Western NSW,Major,7136.0,87.4,2016-07-01,Regional
Jul-Sep 2016,Port Macquarie,Mid North Coast,Major,8397.0,67.9,2016-07-01,Regional
Jul-Sep 2016,Prince of Wales,South Eastern Sydney,Principal referral,13921.0,74.8,2016-07-01,Metropolitan
Jul-Sep 2016,Queanbeyan,Southern NSW,District group 2,4793.0,71.7,2016-07-01,Regional
Jul-Sep 2016,Royal North Shore,Northern Sydney,Principal referral,20111.0,80.6,2016-07-01,Metropolitan
Jul-Sep 2016,Royal Prince Alfred,Sydney,Principal referral,18420.0,63.2,2016-07-01,Metropolitan
Jul-Sep 2016,Ryde,Northern Sydney,District group 1,6480.0,86.9,2016-07-01,Metropolitan
Jul-Sep 2016,Shellharbour,Illawarra Shoalhaven,District group 1,7574.0,73.1,2016-07-01,Metropolitan
Jul-Sep 2016,Shoalhaven,Illawarra Shoalhaven,Major,9234.0,62.5,2016-07-01,Metropolitan
Jul-Sep 2016,Singleton,Hunter New England,District group 2,2724.0,75.7,2016-07-01,Regional
Jul-Sep 2016,South East Regional,Southern NSW,District group 1,4188.0,61.3,2016-07-01,Regional
Jul-Sep 2016,St George,South Eastern Sydney,Principal referral,19065.0,68.0,2016-07-01,Metropolitan
Jul-Sep 2016,St Vincent's,St Vincent's Health Network,Principal referral,11181.0,80.1,2016-07-01,Specialty network
Jul-Sep 2016,Sutherland,South Eastern Sydney,Major,12462.0,60.9,2016-07-01,Metropolitan
Jul-Sep 2016,Sydney Children's Randwick,Sydney Children's Hospitals Network,Paediatric specialist,9445.0,68.4,2016-07-01,Specialty network
Jul-Sep 2016,Sydney and Sydney Eye,South Eastern Sydney,Ungrouped acute - tertiary referral,7814.0,84.5,2016-07-01,Metropolitan
Jul-Sep 2016,Tamworth,Hunter New England,Major,10879.0,74.5,2016-07-01,Regional
Jul-Sep 2016,Tweed Valley,Northern NSW,Major,12698.0,83.6,2016-07-01,Regional
Jul-Sep 2016,Wagga Wagga,Murrumbidgee,Major,10022.0,75.8,2016-07-01,Regional
Jul-Sep 2016,Westmead,Western Sydney,Principal referral,18660.0,47.1,2016-07-01,Metropolitan
Jul-Sep 2016,Wollongong,Illawarra Shoalhaven,Principal referral,15656.0,67.5,2016-07-01,Metropolitan
Jul-Sep 2016,Wyong,Central Coast,Major,15970.0,76.1,2016-07-01,Metropolitan
