reporting_period,entity,lhd,peer_group,attendances,pct_on_time,quarter_start,district_type
Apr-Jun 2014,Bathurst,Western NSW,District group 1,5901.0,86.7,2014-04-01,Regional
Apr-Jun 2014,Belmont,Hunter New England,District group 1,6205.0,80.7,2014-04-01,Regional
Apr-Jun 2014,Blacktown,Western Sydney,Major,9687.0,79.3,2014-04-01,Metropolitan
Apr-Jun 2014,Blue Mountains,Nepean Blue Mountains,District group 2,3883.0,78.7,2014-04-01,Metropolitan
Apr-Jun 2014,Bowral,South Western Sydney,District group 1,4327.0,74.0,2014-04-01,Metropolitan
Apr-Jun 2014,Broken Hill,Far West,District group 1,5432.0,69.7,2014-04-01,Regional
Apr-Jun 2014,Calvary Mater,Hunter New England,Ungrouped acute - tertiary referral,8344.0,82.3,2014-04-01,Regional
Apr-Jun 2014,Campbelltown,South Western Sydney,Major,14773.0,73.7,2014-04-01,Metropolitan
Apr-Jun 2014,Canterbury,Sydney,Major,9787.0,74.5,2014-04-01,Metropolitan
Apr-Jun 2014,Casino,Northern NSW,District group 2,3498.0,75.4,2014-04-01,Regional
Apr-Jun 2014,Cessnock,Hunter New England,District group 2,4122.0,73.2,2014-04-01,Regional
Apr-Jun 2014,Children's at Westmead,Sydney Children's Hospitals Network,Paediatric specialist,14030.0,62.7,2014-04-01,Specialty network
Apr-Jun 2014,Coffs Harbour,Mid North Coast,Major,8688.0,86.2,2014-04-01,Regional
Apr-Jun 2014,Concord,Sydney,Principal referral,9156.0,78.5,2014-04-01,Metropolitan
Apr-Jun 2014,Deniliquin,Murrumbidgee,District group 2,1961.0,91.2,2014-04-01,Regional
Apr-Jun 2014,Dubbo,Western NSW,Major,7356.0,77.0,2014-04-01,Regional
Apr-Jun 2014,Fairfield,South Western Sydney,Major,8505.0,76.5,2014-04-01,Metropolitan
Apr-Jun 2014,Forbes,Western NSW,District group 2,2091.0,79.6,2014-04-01,Regional
Apr-Jun 2014,Gosford,Central Coast,Principal referral,14970.0,68.5,2014-04-01,Metropolitan
Apr-Jun 2014,Goulburn,Southern NSW,District group 1,4195.0,64.2,2014-04-01,Regional
Apr-Jun 2014,Grafton,Northern NSW,District group 1,5699.0,69.8,2014-04-01,Regional
Apr-Jun 2014,Griffith,Murrumbidgee,District group 1,4357.0,76.4,2014-04-01,Regional
Apr-Jun 2014,Gunnedah,Hunter New England,District group 2,2174.0,75.5,2014-04-01,Regional
Apr-Jun 2014,Hawkesbury,Nepean Blue Mountains,District group 1,5441.0,86.6,2014-04-01,Metropolitan
Apr-Jun 2014,Hornsby,Northern Sydney,Major,9111.0,91.6,2014-04-01,Metropolitan
Apr-Jun 2014,Inverell,Hunter New England,District group 2,2381.0,79.6,2014-04-01,Regional
Apr-Jun 2014,John Hunter,Hunter New England,Principal referral,18459.0,72.9,2014-04-01,Regional
Apr-Jun 2014,Kempsey,Mid North Coast,District group 2,5207.0,81.7,2014-04-01,Regional
Apr-Jun 2014,Kurri Kurri,Hunter New England,District group 2,1718.0,86.0,2014-04-01,Regional
Apr-Jun 2014,Lismore,Northern NSW,Major,7289.0,72.4,2014-04-01,Regional
Apr-Jun 2014,Lithgow,Nepean Blue Mountains,District group 2,2980.0,92.7,2014-04-01,Metropolitan
Apr-Jun 2014,Liverpool,South Western Sydney,Principal referral,18995.0,67.5,2014-04-01,Metropolitan
Apr-Jun 2014,Macksville,Mid North Coast,District group 2,3092.0,67.0,2014-04-01,Regional
Apr-Jun 2014,Maclean,Northern NSW,District group 2,2683.0,69.1,2014-04-01,Regional
Apr-Jun 2014,Maitland,Hunter New England,Major,11522.0,67.0,2014-04-01,Regional
Apr-Jun 2014,Manly,Northern Sydney,Major,6098.0,86.7,2014-04-01,Metropolitan
Apr-Jun 2014,Manning,Hunter New England,Major,6536.0,83.5,2014-04-01,Regional
Apr-Jun 2014,Milton,Illawarra Shoalhaven,District group 2,3278.0,77.6,2014-04-01,Metropolitan
Apr-Jun 2014,Mona Vale,Northern Sydney,Major,8255.0,80.6,2014-04-01,Metropolitan
Apr-Jun 2014,Moree,Hunter New England,District group 2,1924.0,95.3,2014-04-01,Regional
Apr-Jun 2014,Moruya,Southern NSW,District group 2,2413.0,76.7,2014-04-01,Regional
Apr-Jun 2014,Mount Druitt,Western Sydney,District group 1,8221.0,53.8,2014-04-01,Metropolitan
Apr-Jun 2014,Mudgee,Western NSW,District group 2,3353.0,67.0,2014-04-01,Regional
Apr-Jun 2014,Murwillumbah,Northern NSW,District group 1,3838.0,92.9,2014-04-01,Regional
Apr-Jun 2014,Muswellbrook,Hunter New England,District group 2,2002.0,86.6,2014-04-01,Regional
Apr-Jun 2014,Narrabri,Hunter New England,District group 2,1460.0,93.7,2014-04-01,Regional
Apr-Jun 2014,Nepean,Nepean Blue Mountains,Principal referral,16008.0,72.2,2014-04-01,Metropolitan
Apr-Jun 2014,Orange,Western NSW,Major,6763.0,86.0,2014-04-01,Regional
Apr-Jun 2014,Port Macquarie,Mid North Coast,Major,7475.0,76.0,2014-04-01,Regional
Apr-Jun 2014,Prince of Wales,South Eastern Sydney,Principal referral,13091.0,78.4,2014-04-01,Metropolitan
Apr-Jun 2014,Queanbeyan,Southern NSW,District group 2,4154.0,66.6,2014-04-01,Regional
Apr-Jun 2014,Royal North Shore,Northern Sydney,Principal referral,18135.0,81.6,2014-04-01,Metropolitan
Apr-Jun 2014,Royal Prince Alfred,Sydney,Principal referral,18303.0,55.1,2014-04-01,Metropolitan
Apr-Jun 2014,Ryde,Northern Sydney,District group 1,6462.0,87.6,2014-04-01,Metropolitan
Apr-Jun 2014,Shellharbour,Illawarra Shoalhaven,District group 1,6789.0,72.9,2014-04-01,Metropolitan
Apr-Jun 2014,Shoalhaven,Illawarra Shoalhaven,Major,8537.0,66.4,2014-04-01,Metropolitan
Apr-Jun 2014,Singleton,Hunter New England,District group 2,2809.0,70.1,2014-04-01,Regional
Apr-Jun 2014,South East Regional,Southern NSW,District group 1,2850.0,81.7,2014-04-01,Regional
Apr-Jun 2014,St George,South Eastern Sydney,Principal referral,17069.0,68.0,2014-04-01,Metropolitan
Apr-Jun 2014,St Vincent's,St Vincent's Health Network,Principal referral,11154.0,82.6,2014-04-01,Specialty network
Apr-Jun 2014,Sutherland,South Eastern Sydney,Major,12337.0,70.1,2014-04-01,Metropolitan
Apr-Jun 2014,Sydney Children's Randwick,Sydney Children's Hospitals Network,Paediatric specialist,9918.0,67.1,2014-04-01,Specialty network
Apr-Jun 2014,Sydney and Sydney Eye,South Eastern Sydney,Ungrouped acute - tertiary referral,8520.0,95.5,2014-04-01,Metropolitan
Apr-Jun 2014,Tamworth,Hunter New England,Major,10293.0,73.8,2014-04-01,Regional
Apr-Jun 2014,Tweed Valley,Northern NSW,Major,11174.0,90.0,2014-04-01,Regional
Apr-Jun 2014,Wagga Wagga,Murrumbidgee,Major,8888.0,73.3,2014-04-01,Regional
Apr-Jun 2014,Westmead,Western Sydney,Principal referral,16695.0,64.4,2014-04-01,Metropolitan
Apr-Jun 2014,Wollongong,Illawarra Shoalhaven,Principal referral,14668.0,63.9,2014-04-01,Metropolitan
Apr-Jun 2014,Wyong,Central Coast,Major,14042.0,81.7,2014-04-01,Metropolitan
Apr-Jun 2014,Young,Murrumbidgee,District group 2,2019.0,94.0,2014-04-01,Regional
Apr-Jun 2015,Armidale,Hunter New England,District group 1,4161.0,74.5,2015-04-01,Regional
Apr-Jun 2015,Auburn,Western Sydney,Major,6348.0,69.9,2015-04-01,Metropolitan
Apr-Jun 2015,Ballina,Northern NSW,District group 2,3998.0,74.6,2015-04-01,Regional
Apr-Jun 2015,Bankstown-Lidcombe,South Western Sydney,Principal referral,12663.0,73.7,2015-04-01,Metropolitan
Apr-Jun 2015,Batemans Bay,Southern NSW,District group 2,3071.0,77.0,2015-04-01,Regional
Apr-Jun 2015,Bathurst,Western NSW,District group 1,6284.0,85.7,2015-04-01,Regional
Apr-Jun 2015,Belmont,Hunter New England,District group 1,5779.0,83.1,2015-04-01,Regional
Apr-Jun 2015,Blacktown,Western Sydney,Major,10447.0,67.4,2015-04-01,Metropolitan
Apr-Jun 2015,Blue Mountains,Nepean Blue Mountains,District group 2,3962.0,83.4,2015-04-01,Metropolitan
Apr-Jun 2015,Bowral,South Western Sydney,District group 1,4327.0,77.0,2015-04-01,Metropolitan
Apr-Jun 2015,Broken Hill,Far West,District group 1,4799.0,81.7,2015-04-01,Regional
Apr-Jun 2015,Calvary Mater,Hunter New England,Ungrouped acute - tertiary referral,8213.0,78.1,2015-04-01,Regional
Apr-Jun 2015,Campbelltown,South Western Sydney,Major,16164.0,78.7,2015-04-01,Metropolitan
Apr-Jun 2015,Canterbury,Sydney,Major,10268.0,78.7,2015-04-01,Metropolitan
Apr-Jun 2015,Casino,Northern NSW,District group 2,3380.0,69.6,2015-04-01,Regional
Apr-Jun 2015,Cessnock,Hunter New England,District group 2,4306.0,78.2,2015-04-01,Regional
Apr-Jun 2015,Children's at Westmead,Sydney Children's Hospitals Network,Paediatric specialist,14449.0,61.7,2015-04-01,Specialty network
Apr-Jun 2015,Coffs Harbour,Mid North Coast,Major,9051.0,84.2,2015-04-01,Regional
Apr-Jun 2015,Concord,Sydney,Principal referral,9278.0,71.5,2015-04-01,Metropolitan
Apr-Jun 2015,Deniliquin,Murrumbidgee,District group 2,2336.0,96.1,2015-04-01,Regional
Apr-Jun 2015,Dubbo,Western NSW,Major,7415.0,73.8,2015-04-01,Regional
Apr-Jun 2015,Fairfield,South Western Sydney,Major,8160.0,72.7,2015-04-01,Metropolitan
Apr-Jun 2015,Forbes,Western NSW,District group 2,2232.0,88.6,2015-04-01,Regional
Apr-Jun 2015,Gosford,Central Coast,Principal referral,15259.0,67.2,2015-04-01,Metropolitan
Apr-Jun 2015,Goulburn,Southern NSW,District group 1,4210.0,66.2,2015-04-01,Regional
Apr-Jun 2015,Grafton,Northern NSW,District group 1,5692.0,67.0,2015-04-01,Regional
Apr-Jun 2015,Griffith,Murrumbidgee,District group 1,4481.0,77.7,2015-04-01,Regional
Apr-Jun 2015,Gunnedah,Hunter New England,District group 2,2076.0,79.7,2015-04-01,Regional
Apr-Jun 2015,Hawkesbury,Nepean Blue Mountains,District group 1,5536.0,86.8,2015-04-01,Metropolitan
Apr-Jun 2015,Hornsby,Northern Sydney,Major,9401.0,88.1,2015-04-01,Metropolitan
Apr-Jun 2015,Inverell,Hunter New England,District group 2,2158.0,81.9,2015-04-01,Regional
Apr-Jun 2015,John Hunter,Hunter New England,Principal referral,18729.0,69.8,2015-04-01,Regional
Apr-Jun 2015,Kempsey,Mid North Coast,District group 2,5808.0,78.6,2015-04-01,Regional
Apr-Jun 2015,Kurri Kurri,Hunter New England,District group 2,1446.0,86.7,2015-04-01,Regional
Apr-Jun 2015,Lismore,Northern NSW,Major,7692.0,65.5,2015-04-01,Regional
Apr-Jun 2015,Lithgow,Nepean Blue Mountains,District group 2,2983.0,92.6,2015-04-01,Metropolitan
Apr-Jun 2015,Liverpool,South Western Sydney,Principal referral,19224.0,67.6,2015-04-01,Metropolitan
Apr-Jun 2015,Macksville,Mid North Coast,District group 2,3117.0,73.3,2015-04-01,Regional
Apr-Jun 2015,Maclean,Northern NSW,District group 2,2621.0,62.8,2015-04-01,Regional
Apr-Jun 2015,Maitland,Hunter New England,Major,11396.0,66.4,2015-04-01,Regional
Apr-Jun 2015,Manly,Northern Sydney,Major,5762.0,85.1,2015-04-01,Metropolitan
Apr-Jun 2015,Manning,Hunter New England,Major,6907.0,77.4,2015-04-01,Regional
Apr-Jun 2015,Milton,Illawarra Shoalhaven,District group 2,3625.0,73.6,2015-04-01,Metropolitan
Apr-Jun 2015,Mona Vale,Northern Sydney,Major,8257.0,80.1,2015-04-01,Metropolitan
Apr-Jun 2015,Moree,Hunter New England,District group 2,1993.0,93.6,2015-04-01,Regional
Apr-Jun 2015,Moruya,Southern NSW,District group 2,2327.0,80.3,2015-04-01,Regional
Apr-Jun 2015,Mount Druitt,Western Sydney,District group 1,7875.0,64.5,2015-04-01,Metropolitan
Apr-Jun 2015,Mudgee,Western NSW,District group 2,3094.0,72.8,2015-04-01,Regional
Apr-Jun 2015,Murwillumbah,Northern NSW,District group 1,4012.0,88.6,2015-04-01,Regional
Apr-Jun 2015,Muswellbrook,Hunter New England,District group 2,2179.0,86.0,2015-04-01,Regional
Apr-Jun 2015,Narrabri,Hunter New England,District group 2,1368.0,94.4,2015-04-01,Regional
Apr-Jun 2015,Nepean,Nepean Blue Mountains,Principal referral,16821.0,59.9,2015-04-01,Metropolitan
Apr-Jun 2015,Orange,Western NSW,Major,6859.0,86.7,2015-04-01,Regional
Apr-Jun 2015,Port Macquarie,Mid North Coast,Major,7328.0,78.6,2015-04-01,Regional
Apr-Jun 2015,Prince of Wales,South Eastern Sydney,Principal referral,13729.0,77.6,2015-04-01,Metropolitan
Apr-Jun 2015,Queanbeyan,Southern NSW,District group 2,4323.0,73.5,2015-04-01,Regional
Apr-Jun 2015,Royal North Shore,Northern Sydney,Principal referral,18886.0,78.0,2015-04-01,Metropolitan
Apr-Jun 2015,Royal Prince Alfred,Sydney,Principal referral,17770.0,54.3,2015-04-01,Metropolitan
Apr-Jun 2015,Ryde,Northern Sydney,District group 1,6746.0,87.3,2015-04-01,Metropolitan
Apr-Jun 2015,Shellharbour,Illawarra Shoalhaven,District group 1,7102.0,74.2,2015-04-01,Metropolitan
Apr-Jun 2015,Shoalhaven,Illawarra Shoalhaven,Major,8713.0,62.5,2015-04-01,Metropolitan
Apr-Jun 2015,Singleton,Hunter New England,District group 2,2838.0,70.4,2015-04-01,Regional
Apr-Jun 2015,South East Regional,Southern NSW,District group 1,2992.0,74.4,2015-04-01,Regional
Apr-Jun 2015,St George,South Eastern Sydney,Principal referral,18296.0,70.3,2015-04-01,Metropolitan
Apr-Jun 2015,St Vincent's,St Vincent's Health Network,Principal referral,11373.0,82.7,2015-04-01,Specialty network
Apr-Jun 2015,Sutherland,South Eastern Sydney,Major,12223.0,65.9,2015-04-01,Metropolitan
Apr-Jun 2015,Sydney Children's Randwick,Sydney Children's Hospitals Network,Paediatric specialist,9469.0,69.3,2015-04-01,Specialty network
Apr-Jun 2015,Sydney and Sydney Eye,South Eastern Sydney,Ungrouped acute - tertiary referral,9033.0,91.6,2015-04-01,Metropolitan
Apr-Jun 2015,Tamworth,Hunter New England,Major,10095.0,63.4,2015-04-01,Regional
Apr-Jun 2015,Tweed Valley,Northern NSW,Major,11546.0,88.7,2015-04-01,Regional
Apr-Jun 2015,Wagga Wagga,Murrumbidgee,Major,9337.0,79.4,2015-04-01,Regional
Apr-Jun 2015,Westmead,Western Sydney,Principal referral,17590.0,56.1,2015-04-01,Metropolitan
Apr-Jun 2015,Wollongong,Illawarra Shoalhaven,Principal referral,15106.0,59.0,2015-04-01,Metropolitan
Apr-Jun 2015,Wyong,Central Coast,Major,15006.0,79.1,2015-04-01,Metropolitan
Apr-Jun 2015,Young,Murrumbidgee,District group 2,2511.0,94.7,2015-04-01,Regional
Apr-Jun 2016,Armidale,Hunter New England,District group 1,4016.0,66.2,2016-04-01,Regional
Apr-Jun 2016,Auburn,Western Sydney,Major,6152.0,76.9,2016-04-01,Metropolitan
Apr-Jun 2016,Ballina,Northern NSW,District group 2,3823.0,79.2,2016-04-01,Regional
Apr-Jun 2016,Bankstown-Lidcombe,South Western Sydney,Principal referral,13037.0,75.4,2016-04-01,Metropolitan
Apr-Jun 2016,Batemans Bay,Southern NSW,District group 2,3113.0,75.9,2016-04-01,Regional
Apr-Jun 2016,Bathurst,Western NSW,District group 1,5933.0,87.9,2016-04-01,Regional
Apr-Jun 2016,Belmont,Hunter New England,District group 1,5746.0,88.6,2016-04-01,Regional
Apr-Jun 2016,Blacktown,Western Sydney,Major,10812.0,59.7,2016-04-01,Metropolitan
Apr-Jun 2016,Blue Mountains,Nepean Blue Mountains,District group 2,4172.0,82.9,2016-04-01,Metropolitan
Apr-Jun 2016,Bowral,South Western Sydney,District group 1,4423.0,80.5,2016-04-01,Metropolitan
Apr-Jun 2016,Broken Hill,Far West,District group 1,5420.0,87.8,2016-04-01,Regional
Apr-Jun 2016,Calvary Mater,Hunter New England,Ungrouped acute - tertiary referral,8665.0,84.6,2016-04-01,Regional
Apr-Jun 2016,Campbelltown,South Western Sydney,Major,16151.0,76.8,2016-04-01,Metropolitan
Apr-Jun 2016,Canterbury,Sydney,Major,10415.0,85.5,2016-04-01,Metropolitan
Apr-Jun 2016,Casino,Northern NSW,District group 2,3282.0,65.4,2016-04-01,Regional
Apr-Jun 2016,Cessnock,Hunter New England,District group 2,4040.0,77.0,2016-04-01,Regional
Apr-Jun 2016,Children's at Westmead,Sydney Children's Hospitals Network,Paediatric specialist,14389.0,64.7,2016-04-01,Specialty network
Apr-Jun 2016,Coffs Harbour,Mid North Coast,Major,9155.0,85.4,2016-04-01,Regional
Apr-Jun 2016,Concord,Sydney,Principal referral,9268.0,78.8,2016-04-01,Metropolitan
Apr-Jun 2016,Deniliquin,Murrumbidgee,District group 2,2066.0,97.3,2016-04-01,Regional
Apr-Jun 2016,Dubbo,Western NSW,Major,7809.0,73.1,2016-04-01,Regional
Apr-Jun 2016,Fairfield,South Western Sydney,Major,8024.0,81.8,2016-04-01,Metropolitan
Apr-Jun 2016,Forbes,Western NSW,District group 2,2377.0,83.8,2016-04-01,Regional
Apr-Jun 2016,Gosford,Central Coast,Principal referral,15984.0,77.1,2016-04-01,Metropolitan
Apr-Jun 2016,Goulburn,Southern NSW,District group 1,4133.0,60.9,2016-04-01,Regional
Apr-Jun 2016,Grafton,Northern NSW,District group 1,5728.0,68.0,2016-04-01,Regional
Apr-Jun 2016,Griffith,Murrumbidgee,District group 1,4721.0,81.2,2016-04-01,Regional
Apr-Jun 2016,Gunnedah,Hunter New England,District group 2,1820.0,79.3,2016-04-01,Regional
Apr-Jun 2016,Hawkesbury,Nepean Blue Mountains,District group 1,5378.0,78.8,2016-04-01,Metropolitan
Apr-Jun 2016,Hornsby,Northern Sydney,Major,9206.0,88.7,2016-04-01,Metropolitan
Apr-Jun 2016,Inverell,Hunter New England,District group 2,2076.0,84.0,2016-04-01,Regional
Apr-Jun 2016,John Hunter,Hunter New England,Principal referral,18760.0,73.0,2016-04-01,Regional
Apr-Jun 2016,Kempsey,Mid North Coast,District group 2,6412.0,71.7,2016-04-01,Regional
Apr-Jun 2016,Kurri Kurri,Hunter New England,District group 2,1057.0,94.0,2016-04-01,Regional
Apr-Jun 2016,Lismore,Northern NSW,Major,7477.0,72.9,2016-04-01,Regional
Apr-Jun 2016,Lithgow,Nepean Blue Mountains,District group 2,2808.0,91.0,2016-04-01,Metropolitan
Apr-Jun 2016,Liverpool,South Western Sydney,Principal referral,19974.0,76.7,2016-04-01,Metropolitan
Apr-Jun 2016,Macksville,Mid North Coast,District group 2,3293.0,70.5,2016-04-01,Regional
Apr-Jun 2016,Maclean,Northern NSW,District group 2,2697.0,66.5,2016-04-01,Regional
Apr-Jun 2016,Maitland,Hunter New England,Major,11882.0,70.6,2016-04-01,Regional
Apr-Jun 2016,Manly,Northern Sydney,Major,5706.0,89.4,2016-04-01,Metropolitan
Apr-Jun 2016,Manning,Hunter New England,Major,6946.0,79.8,2016-04-01,Regional
Apr-Jun 2016,Milton,Illawarra Shoalhaven,District group 2,3427.0,74.3,2016-04-01,Metropolitan
Apr-Jun 2016,Mona Vale,Northern Sydney,Major,8334.0,84.5,2016-04-01,Metropolitan
Apr-Jun 2016,Moree,Hunter New England,District group 2,1904.0,90.3,2016-04-01,Regional
Apr-Jun 2016,Moruya,Southern NSW,District group 2,2325.0,75.7,2016-04-01,Regional
Apr-Jun 2016,Mount Druitt,Western Sydney,District group 1,7786.0,63.8,2016-04-01,Metropolitan
Apr-Jun 2016,Mudgee,Western NSW,District group 2,2919.0,76.5,2016-04-01,Regional
Apr-Jun 2016,Murwillumbah,Northern NSW,District group 1,4092.0,89.1,2016-04-01,Regional
Apr-Jun 2016,Muswellbrook,Hunter New England,District group 2,2380.0,75.1,2016-04-01,Regional
Apr-Jun 2016,Narrabri,Hunter New England,District group 2,1477.0,90.9,2016-04-01,Regional
Apr-Jun 2016,Nepean,Nepean Blue Mountains,Principal referral,16672.0,63.7,2016-04-01,Metropolitan
Apr-Jun 2016,Orange,Western NSW,Major,6990.0,88.2,2016-04-01,Regional
Apr-Jun 2016,Port Macquarie,Mid North Coast,Major,7953.0,73.9,2016-04-01,Regional
Apr-Jun 2016,Prince of Wales,South Eastern Sydney,Principal referral,14225.0,77.2,2016-04-01,Metropolitan
Apr-Jun 2016,Queanbeyan,Southern NSW,District group 2,4254.0,76.2,2016-04-01,Regional
Apr-Jun 2016,Royal North Shore,Northern Sydney,Principal referral,20009.0,82.8,2016-04-01,Metropolitan
Apr-Jun 2016,Royal Prince Alfred,Sydney,Principal referral,18443.0,65.9,2016-04-01,Metropolitan
Apr-Jun 2016,Ryde,Northern Sydney,District group 1,6241.0,87.9,2016-04-01,Metropolitan
Apr-Jun 2016,Shellharbour,Illawarra Shoalhaven,District group 1,7224.0,74.5,2016-04-01,Metropolitan
Apr-Jun 2016,Shoalhaven,Illawarra Shoalhaven,Major,9081.0,63.0,2016-04-01,Metropolitan
Apr-Jun 2016,Singleton,Hunter New England,District group 2,2841.0,69.6,2016-04-01,Regional
Apr-Jun 2016,South East Regional,Southern NSW,District group 1,4003.0,68.4,2016-04-01,Regional
Apr-Jun 2016,St George,South Eastern Sydney,Principal referral,18395.0,73.0,2016-04-01,Metropolitan
Apr-Jun 2016,St Vincent's,St Vincent's Health Network,Principal referral,11504.0,81.1,2016-04-01,Specialty network
Apr-Jun 2016,Sutherland,South Eastern Sydney,Major,12051.0,66.0,2016-04-01,Metropolitan
Apr-Jun 2016,Sydney Children's Randwick,Sydney Children's Hospitals Network,Paediatric specialist,9298.0,68.0,2016-04-01,Specialty network
Apr-Jun 2016,Sydney and Sydney Eye,South Eastern Sydney,Ungrouped acute - tertiary referral,9924.0,84.1,2016-04-01,Metropolitan
Apr-Jun 2016,Tamworth,Hunter New England,Major,10273.0,74.3,2016-04-01,Regional
Apr-Jun 2016,Tweed Valley,Northern NSW,Major,12602.0,89.9,2016-04-01,Regional
Apr-Jun 2016,Wagga Wagga,Murrumbidgee,Major,9836.0,77.3,2016-04-01,Regional
Apr-Jun 2016,Westmead,Western Sydney,Principal referral,18054.0,54.2,2016-04-01,Metropolitan
Apr-Jun 2016,Wollongong,Illawarra Shoalhaven,Principal referral,15163.0,69.4,2016-04-01,Metropolitan
Apr-Jun 2016,Wyong,Central Coast,Major,15493.0,80.0,2016-04-01,Metropolitan
Apr-Jun 2016,Young,Murrumbidgee,District group 2,2265.0,92.0,2016-04-01,Regional
Apr-Jun 2017,Armidale,Hunter New England,District group 1,3923.0,62.7,2017-04-01,Regional
Apr-Jun 2017,Auburn,Western Sydney,Major,6682.0,66.8,2017-04-01,Metropolitan
Apr-Jun 2017,Ballina,Northern NSW,District group 2,3992.0,78.9,2017-04-01,Regional
Apr-Jun 2017,Bankstown-Lidcombe,South Western Sydney,Principal referral,13220.0,69.9,2017-04-01,Metropolitan
Apr-Jun 2017,Batemans Bay,Southern NSW,District group 2,3925.0,71.6,2017-04-01,Regional
Apr-Jun 2017,Bathurst,Western NSW,District group 1,6272.0,85.2,2017-04-01,Regional
Apr-Jun 2017,Belmont,Hunter New England,District group 1,5920.0,86.9,2017-04-01,Regional
Apr-Jun 2017,Blacktown,Western Sydney,Major,12002.0,46.2,2017-04-01,Metropolitan
Apr-Jun 2017,Blue Mountains,Nepean Blue Mountains,District group 2,4142.0,75.7,2017-04-01,Metropolitan
Apr-Jun 2017,Bowral,South Western Sydney,District group 1,4775.0,78.9,2017-04-01,Metropolitan
Apr-Jun 2017,Broken Hill,Far West,District group 1,5531.0,86.4,2017-04-01,Regional
Apr-Jun 2017,Byron Central,Northern NSW,District group 2,4370.0,79.1,2017-04-01,Regional
Apr-Jun 2017,Calvary Mater,Hunter New England,Ungrouped acute - tertiary referral,9033.0,85.6,2017-04-01,Regional
Apr-Jun 2017,Campbelltown,South Western Sydney,Major,16982.0,79.2,2017-04-01,Metropolitan
